# SO, sensi : 0, fsky : 0.1 
# Freqs : 93,145,225,280 
# ##
2.000000000000000000e+00 2.815356779467362139e+04 1.876904024642267905e+05 2.127157707609795034e+06 3.878934575867086183e+06 1.379199240033359385e-02 2.141757119010651023e-02 9.434045922733105827e-02 5.758358726023565799e-01 1.923029632191550608e-08
3.000000000000000000e+00 1.362210491053076112e+04 9.081398482548403263e+04 1.029224980389351957e+06 1.876821957876465283e+06 1.563941283035441554e-02 2.428642212237765857e-02 1.069772101745243426e-01 6.529681390396422369e-01 1.691727633659596479e-08
4.000000000000000000e+00 8.294833041649544612e+03 5.529883830770288478e+04 6.267199838030007668e+05 1.142842257321630139e+06 1.742847543491921752e-02 2.706464540196659024e-02 1.192147573475372813e-01 7.276637362179158020e-01 1.614093807630021719e-08
5.000000000000000000e+00 5.697891612176771559e+03 3.798589395179745770e+04 4.305066088238221710e+05 7.850413951445221901e+05 1.913340065201054110e-02 2.971220737806752263e-02 1.308767590094302713e-01 7.988463073087112010e-01 1.577911176229371073e-08
6.000000000000000000e+00 4.214133055019883614e+03 2.809416844355555804e+04 3.184003796527195955e+05 5.806123867003462510e+05 2.075829415728062954e-02 3.223548321434954733e-02 1.419912957959319766e-01 8.666872501177019794e-01 1.557977479263664554e-08
7.000000000000000000e+00 3.275922859919533494e+03 2.183943189491114754e+04 2.475133582395247940e+05 4.513478157905438566e+05 2.231201332704344301e-02 3.464822702268271354e-02 1.526189513058448244e-01 9.315563543011953218e-01 1.545795722117592437e-08
8.000000000000000000e+00 2.639409868923906743e+03 1.759600999965295705e+04 1.994212360832400736e+05 3.636504140813774429e+05 2.380325008845049495e-02 3.696393601670056733e-02 1.628191775890526771e-01 9.938165028092467157e-01 1.537803225346640787e-08
9.000000000000000000e+00 2.184658706552533658e+03 1.456433362652498545e+04 1.650622298421730229e+05 3.009957531788784545e+05 2.523955933451237088e-02 3.919434173295652940e-02 1.726436492453223004e-01 1.053783106583477513e+00 1.532281095408890539e-08
1.000000000000000000e+01 1.846644099505154600e+03 1.231090097290581616e+04 1.395233191598299600e+05 2.544247959888064361e+05 2.662730739777957947e-02 4.134933001201630820e-02 1.821359109502550255e-01 1.111721953117187578e+00 1.528313611154999963e-08
1.100000000000000000e+01 1.587416022645238627e+03 1.058271188097431332e+04 1.199371689510939759e+05 2.187088726633675396e+05 2.797182996677292921e-02 4.343718622397764462e-02 1.913324576245345743e-01 1.167855799594154531e+00 1.525375519215118776e-08
1.200000000000000000e+01 1.383509792558427080e+03 9.223335132640720985e+03 1.045308920952679182e+05 1.906150714006028429e+05 2.927761450823674477e-02 4.546487854968838532e-02 2.002639822324483176e-01 1.222371989205132126e+00 1.523147264007150181e-08
1.300000000000000000e+01 1.219726597263762187e+03 8.131445316588020432e+03 9.215613393789729162e+04 1.680493337155544141e+05 3.054846059801641020e-02 4.743830695672258263e-02 2.089564724727677736e-01 1.275429145133376796e+00 1.521425383811915404e-08
1.400000000000000000e+01 1.085837692594763894e+03 7.238850805373452204e+03 8.204005603589296516e+04 1.496023659771622333e+05 3.178761045731219592e-02 4.936250590762868845e-02 2.174321036692628828e-01 1.327162620582804653e+00 1.520075108045134977e-08
