# SO, sensi : 2, fsky : 0.1 
# Freqs : 93,145,225,280 
# ##
2.000000000000000000e+00 2.815356779346312760e+04 1.876904024620793352e+05 2.127157707601333968e+06 3.878934575816096738e+06 4.965117264120093646e-03 5.758359332319445620e-03 3.264375751810762866e-02 2.040234809390435444e-01 1.158413374885794497e-08
3.000000000000000000e+00 1.362210490810977171e+04 9.081398482118910761e+04 1.029224980372430058e+06 1.876821957774486393e+06 5.630188618927589247e-03 6.529682765412922474e-03 3.701633570052744598e-02 2.313520900792383206e-01 9.978055796460973592e-09
4.000000000000000000e+00 8.294833037614558634e+03 5.529883830054466671e+04 6.267199837747976417e+05 1.142842257151665399e+06 6.274251156570916609e-03 7.276639916029424733e-03 4.125078108911325175e-02 2.578173668572548149e-01 9.453872393051062973e-09
5.000000000000000000e+00 5.697891606124292593e+03 3.798589394106014515e+04 4.305066087815175997e+05 7.850413948895753128e+05 6.888024234723793757e-03 7.988467278602513419e-03 4.528607578180977866e-02 2.830379490181091362e-01 9.212005587103554622e-09
6.000000000000000000e+00 4.214133046546404330e+03 2.809416842852330956e+04 3.184003795934931259e+05 5.806123863434208324e+05 7.472985896621026254e-03 8.666878888906052320e-03 4.913193626156815708e-02 3.070745642423830524e-01 9.079372322610245189e-09
7.000000000000000000e+00 3.275922848621548383e+03 2.183943187486813986e+04 2.475133581605561485e+05 4.513478153146429686e+05 8.032324797735640107e-03 9.315572697456529425e-03 5.280932571136499193e-02 3.300582321078497361e-01 8.998497697508950950e-09
8.000000000000000000e+00 2.639409854397909839e+03 1.759600997388336327e+04 1.994212359817089455e+05 3.636504134695047396e+05 8.569170031842179153e-03 9.938177584737049874e-03 5.633881577475870206e-02 3.521175250883101793e-01 8.945475903257901656e-09
9.000000000000000000e+00 2.184658688395013087e+03 1.456433359431297140e+04 1.650622297152590763e+05 3.009957524140374153e+05 9.086241360424456015e-03 1.053784770872356370e-02 5.973828693609768009e-02 3.733641959266855714e-01 8.908830176465423857e-09
1.000000000000000000e+01 1.846644077312596664e+03 1.231090093353555312e+04 1.395233190047128592e+05 2.544247950540004822e+05 9.585830663200648957e-03 1.111724099088503941e-02 6.302280655718166258e-02 3.938924153618152402e-01 8.882465197066049051e-09
1.100000000000000000e+01 1.587415996014125767e+03 1.058271183372996893e+04 1.199371687649533997e+05 2.187088715416001214e+05 1.006985878803825195e-02 1.167858504787327653e-02 6.620500263824724563e-02 4.137811081328495177e-01 8.862893606540995728e-09
1.200000000000000000e+01 1.383509761085238097e+03 9.223335076806453799e+03 1.045308918752835161e+05 1.906150700748772942e+05 1.053994122296522673e-02 1.222375335492307223e-02 6.929549558216202554e-02 4.330966515040858833e-01 8.847996656225492623e-09
1.300000000000000000e+01 1.219726560544971107e+03 8.131445251447993542e+03 9.215613368124871340e+04 1.680493321688741271e+05 1.099744581528590628e-02 1.275433218589523514e-02 7.230327767223798663e-02 4.518952470002043365e-01 8.836427267770678658e-09
1.400000000000000000e+01 1.085837650226839969e+03 7.238850730211818700e+03 8.204005573975986044e+04 1.496023641925305419e+05 1.144353976463238776e-02 1.327167511371086725e-02 7.523602203088679274e-02 4.702248513969687349e-01 8.827293685027828633e-09
1.500000000000000000e+01 9.747349228655801880e+02 6.498164130790243689e+03 7.364560104929340014e+04 1.342948269070392998e+05 1.187922692740622614e-02 1.377694627435772229e-02 7.810032787982837399e-02 4.881267095967896097e-01 8.819987240116591903e-09
1.600000000000000000e+01 8.813424438748296552e+02 5.875545888253038356e+03 6.658925453678330814e+04 1.214273692954177241e+05 1.230537724350171634e-02 1.427115449465858783e-02 8.090191400766386098e-02 5.056365638004352014e-01 8.814079845482149785e-09
