# PLANCK 
# Freqs : 30,44,70,100,143,217,353 
# ##
2.000000000000000000e+00 1.699037334562246209e-03 1.793978308500570034e-03 1.516605212067601407e-03 3.413927594313634307e-04 1.494040863254969434e-04 3.519755381236850745e-04 3.232098605359827025e-03 inf inf 1.636275536489366356e-02 8.572392390076532783e-04 5.301461386595918406e-04 1.450889063946026120e-03 1.331915514282731167e-02 2.738687155354556899e-07
3.000000000000000000e+00 3.398413490253384198e-03 3.588130397647903459e-03 3.033264855665545722e-03 6.827917702200922163e-04 2.988095131841576901e-04 7.039526875273822331e-04 6.464212006679360620e-03 inf inf 3.272609799521939561e-02 1.714494175210641135e-03 1.060297034073152261e-03 2.901784769798364510e-03 2.663837125832498043e-02 2.492674738747312950e-07
4.000000000000000000e+00 5.664775507186132868e-03 5.980603530450087635e-03 5.055562387597969769e-03 1.138000175753798139e-03 4.980188342851076064e-04 1.173258059844114846e-03 1.077371955779719663e-02 inf inf 5.454480172031479779e-02 2.857525175046637857e-03 1.767172294074954506e-03 4.836322709495162811e-03 4.439742092572647458e-02 2.406488835885750830e-07
5.000000000000000000e+00 8.498575390890314440e-03 8.971629475229069700e-03 7.583570390293371821e-03 1.707026311589006275e-03 7.470338370493331956e-04 1.759893803473867738e-03 1.616064098690420461e-02 inf inf 8.181964963686969017e-02 4.286353169147401505e-03 2.650778261157747239e-03 7.254511739021297229e-03 6.659638544293354501e-02 2.365819131491841237e-07
6.000000000000000000e+00 1.190037835952594686e-02 1.256149799500534160e-02 1.061737959789279401e-02 2.389880597529108700e-03 1.045856755790655493e-03 2.463862603939674135e-03 2.262500095445063586e-02 inf inf 1.145516206816181021e-01 6.001004321700904517e-03 3.711122863570843599e-03 1.015636292845289133e-02 9.323536643319563222e-02 2.343396283028119161e-07
7.000000000000000000e+00 1.587086298481117305e-02 1.675055688258825226e-02 1.415709890032060617e-02 3.186575537862872814e-03 1.394490271740790209e-03 3.285167683902981417e-03 3.016682905328724879e-02 inf inf 1.527418896752582300e-01 8.001510031050229968e-03 4.948215615409044636e-03 1.354188956202064670e-02 1.243144858456914498e-01 2.329797990591150625e-07
8.000000000000000000e+00 2.041082136123192545e-02 2.153921200269604680e-02 1.820285534816991693e-02 4.097125721650658574e-03 1.792937513079419535e-03 4.223812803182091548e-03 3.878615980883463182e-02 inf inf 1.963918273751615318e-01 1.028790693041227097e-02 6.362067616719346494e-03 1.741110713818586758e-02 1.598338859562266623e-01 2.321024082429085290e-07
9.000000000000000000e+00 2.552115930358590454e-02 2.692792734111193464e-02 2.275479415840295574e-02 5.121547823058371189e-03 2.241202054969278126e-03 5.279802258773679674e-03 4.848303267928080057e-02 inf inf 2.455030005368744606e-01 1.286023688871627650e-02 7.952691553625438475e-03 2.176403336972915215e-02 1.997937293680482618e-01 2.315129833188180210e-07
1.000000000000000000e+01 3.120289657292203353e-02 3.291722506088359118e-02 2.781307872086666300e-02 6.259860601739133251e-03 2.739287919596251116e-03 6.453140884877375805e-03 5.925749205580693735e-02 inf inf 3.000771719844156915e-01 1.571854701156224707e-02 9.720101698469985063e-03 2.660068818385173325e-02 2.441941990127748374e-01 2.311073604542277062e-07
1.100000000000000000e+01 3.745716713094571215e-02 3.950768556557469197e-02 3.337789060562394716e-02 7.512084903262720298e-03 3.287199576214488647e-03 7.743834052923438856e-03 7.110958726284150044e-02 inf inf 3.601163006893732810e-01 1.886288964229922149e-02 1.166431390997472138e-02 3.192109372228954522e-02 2.930354981514435297e-01 2.308254665418757228e-07
1.200000000000000000e+01 4.428521942296867464e-02 4.669994756957768917e-02 3.944942957110085524e-02 8.878243659592726864e-03 3.884941941196531565e-03 9.151887671603480337e-03 8.403937255834233178e-02 inf inf 4.256225418588054921e-01 2.229332236322349378e-02 1.378534563341830312e-02 3.772527434143987252e-02 3.463178503756729754e-01 2.306306518499700607e-07
1.300000000000000000e+01 5.168841668949145790e-02 5.449470817549889601e-02 4.602791357305033998e-02 1.035836188961153544e-02 4.532520378088458063e-03 1.067730818690429059e-02 9.804690713410736669e-02 inf inf 4.965982470319511566e-01 2.600990799689676183e-02 1.608321590083200067e-02 4.401325661250079374e-02 4.040414996089430888e-01 2.304995152315897070e-07
1.400000000000000000e+01 5.966823730651520108e-02 6.289272295862713413e-02 5.311357877433294655e-02 1.195246669969304149e-02 5.229940697670039558e-03 1.232010258214471556e-02 1.131322551161130924e-01 inf inf 5.730459641857540420e-01 3.001271460758426352e-02 1.855794533121316037e-02 5.078506932162316773e-02 4.662067101079904741e-01 2.304165481863282359e-07
1.500000000000000000e+01 6.822627515468845938e-02 7.189480605849897510e-02 6.070667955551498074e-02 1.366058728432320742e-02 5.977209158019923356e-03 1.408027837801562564e-02 1.292954855648817680e-01 inf inf 6.549684378492076631e-01 3.430181550281300590e-02 2.120955613075646909e-02 5.804074347007542878e-02 5.328137664643214366e-01 2.303711382929597282e-07
1.600000000000000000e+01 7.736424001740387080e-02 8.150183027757401666e-02 6.880748852628484902e-02 1.548275492676838734e-02 6.774332464585815228e-03 1.595784363262294295e-02 1.465366724758764283e-01 inf inf 7.423686092265266989e-01 3.887728923504990552e-02 2.403807209310304671e-02 6.578031227442092399e-02 6.038629736058392927e-01 2.303558307523238577e-07
1.700000000000000000e+01 8.708395800796826791e-02 9.171472718703570226e-02 7.741629653768818120e-02 1.741900299979157879e-02 7.621317770259710030e-03 1.795280694153376586e-02 1.648558947799244057e-01 inf inf 8.352496163291519560e-01 4.373921960350032195e-02 2.704351859960733157e-02 7.400381116670806669e-02 6.793546567985906393e-01 2.303652517784940810e-07
1.800000000000000000e+01 9.738737202597919085e-02 1.025344872397328938e-01 8.653341269518227685e-02 1.946936696641642095e-02 8.518172675458113990e-03 2.006517743782555707e-02 1.842532363436690523e-01 inf inf 9.336147941165967579e-01 4.888769565602647110e-02 3.022592261962178672e-02 8.271127779467303542e-02 7.592891616486258100e-01 2.303954563494048023e-07
1.900000000000000000e+01 1.082765422430497365e-01 1.139621598902797600e-01 9.615916437251074977e-02 2.163388438073917536e-02 9.464905228207299431e-03 2.229496479213839699e-02 2.047287859700495649e-01 inf inf 1.037467674646140869e+00 5.432281169118625963e-02 3.358531271079939762e-02 9.190275202195524740e-02 8.436668541039773483e-01 2.304434868269760643e-07
