1.001000000000000000e+03 4.893295308999999760e-01 5.524376898799999713e-01 3.954544748900000073e+00 9.786590617999999520e-01 1.104875379799999946e+00 7.909089497800000146e+00
1.002000000000000000e+03 4.903797861499999966e-01 5.535746397599999868e-01 3.962567109800000154e+00 9.807595723099999940e-01 1.107149279499999972e+00 7.925134219700000315e+00
1.003000000000000000e+03 4.914313901999999845e-01 5.547128588299999885e-01 3.970597964800000046e+00 9.828627804099999699e-01 1.109425717699999980e+00 7.941195929600000092e+00
1.004000000000000000e+03 4.924843440200000200e-01 5.558523475000000102e-01 3.978637315299999866e+00 9.849686880400000399e-01 1.111704695000000020e+00 7.957274630499999724e+00
1.005000000000000000e+03 4.935386485700000159e-01 5.569931061999999766e-01 3.986685162700000173e+00 9.870772971300000309e-01 1.113986212399999953e+00 7.973370325500000355e+00
1.006000000000000000e+03 4.945943048199999970e-01 5.581351353300000318e-01 3.994741508700000221e+00 9.891886096299999931e-01 1.116270270700000067e+00 7.989483017400000442e+00
1.007000000000000000e+03 4.956513137299999872e-01 5.592784353099999883e-01 4.002806354599999672e+00 9.913026274699999751e-01 1.118556870599999975e+00 8.005612709199999344e+00
1.008000000000000000e+03 4.967096762900000129e-01 5.604230065599999921e-01 4.010879702000000435e+00 9.934193525900000266e-01 1.120846013099999983e+00 8.021759404000000870e+00
1.009000000000000000e+03 4.977693934699999878e-01 5.615688494899999661e-01 4.018961552300000406e+00 9.955387869399999756e-01 1.123137698999999934e+00 8.037923104600000812e+00
1.010000000000000000e+03 4.988304662299999914e-01 5.627159645299999458e-01 4.027051907099999717e+00 9.976609324599999828e-01 1.125431929099999895e+00 8.054103814099999425e+00
1.011000000000000000e+03 4.998928955499999938e-01 5.638643520899999650e-01 4.035150767700000252e+00 9.997857911099999884e-01 1.127728704199999932e+00 8.070301535500000512e+00
1.012000000000000000e+03 5.009566824200000212e-01 5.650140125799999469e-01 4.043258135800000375e+00 1.001913364800000039e+00 1.130028025199999897e+00 8.086516271700000758e+00
