#    L    TT             EE             TE             PP             TP          
   131    0.36734E+04    0.10999E+01   -0.41107E+02    0.41386E+07    0.38030E+04
   132    0.37075E+04    0.11040E+01   -0.41528E+02    0.41142E+07    0.37529E+04
   133    0.37415E+04    0.11076E+01   -0.41934E+02    0.40901E+07    0.37038E+04
   134    0.37755E+04    0.11108E+01   -0.42321E+02    0.40662E+07    0.36557E+04
   135    0.38095E+04    0.11134E+01   -0.42692E+02    0.40424E+07    0.36085E+04
   136    0.38434E+04    0.11156E+01   -0.43044E+02    0.40188E+07    0.35622E+04
   137    0.38772E+04    0.11172E+01   -0.43378E+02    0.39953E+07    0.35168E+04
   138    0.39110E+04    0.11183E+01   -0.43694E+02    0.39721E+07    0.34722E+04
   139    0.39446E+04    0.11191E+01   -0.43989E+02    0.39490E+07    0.34284E+04
   140    0.39782E+04    0.11192E+01   -0.44267E+02    0.39261E+07    0.33854E+04
   141    0.40116E+04    0.11188E+01   -0.44523E+02    0.39034E+07    0.33432E+04
   142    0.40450E+04    0.11180E+01   -0.44758E+02    0.38809E+07    0.33017E+04
   143    0.40784E+04    0.11167E+01   -0.44974E+02    0.38585E+07    0.32608E+04
   144    0.41115E+04    0.11149E+01   -0.45169E+02    0.38363E+07    0.32207E+04
   145    0.41445E+04    0.11126E+01   -0.45342E+02    0.38142E+07    0.31811E+04
   146    0.41775E+04    0.11098E+01   -0.45493E+02    0.37923E+07    0.31422E+04
   147    0.42102E+04    0.11066E+01   -0.45621E+02    0.37706E+07    0.31038E+04
   148    0.42428E+04    0.11029E+01   -0.45728E+02    0.37491E+07    0.30660E+04
   149    0.42753E+04    0.10987E+01   -0.45812E+02    0.37277E+07    0.30287E+04
   150    0.43075E+04    0.10941E+01   -0.45870E+02    0.37065E+07    0.29919E+04
   151    0.43396E+04    0.10891E+01   -0.45907E+02    0.36855E+07    0.29556E+04
   152    0.43714E+04    0.10835E+01   -0.45919E+02    0.36646E+07    0.29197E+04
   153    0.44030E+04    0.10776E+01   -0.45906E+02    0.36439E+07    0.28842E+04
   154    0.44345E+04    0.10713E+01   -0.45868E+02    0.36233E+07    0.28492E+04
   155    0.44657E+04    0.10646E+01   -0.45806E+02    0.36029E+07    0.28147E+04
   156    0.44965E+04    0.10575E+01   -0.45720E+02    0.35827E+07    0.27806E+04
   157    0.45273E+04    0.10500E+01   -0.45608E+02    0.35626E+07    0.27470E+04
   158    0.45578E+04    0.10422E+01   -0.45470E+02    0.35426E+07    0.27138E+04
   159    0.45880E+04    0.10340E+01   -0.45306E+02    0.35229E+07    0.26811E+04
   160    0.46180E+04    0.10254E+01   -0.45116E+02    0.35033E+07    0.26489E+04
   161    0.46478E+04    0.10167E+01   -0.44901E+02    0.34838E+07    0.26171E+04
   162    0.46772E+04    0.10075E+01   -0.44660E+02    0.34645E+07    0.25857E+04
   163    0.47065E+04    0.99804E+00   -0.44392E+02    0.34453E+07    0.25548E+04
   164    0.47354E+04    0.98834E+00   -0.44099E+02    0.34263E+07    0.25244E+04
   165    0.47641E+04    0.97833E+00   -0.43778E+02    0.34075E+07    0.24944E+04
   166    0.47925E+04    0.96816E+00   -0.43431E+02    0.33888E+07    0.24649E+04
   167    0.48207E+04    0.95760E+00   -0.43058E+02    0.33702E+07    0.24358E+04
   168    0.48485E+04    0.94704E+00   -0.42658E+02    0.33518E+07    0.24072E+04
   169    0.48759E+04    0.93617E+00   -0.42230E+02    0.33335E+07    0.23791E+04
   170    0.49030E+04    0.92521E+00   -0.41775E+02    0.33154E+07    0.23514E+04
   171    0.49297E+04    0.91417E+00   -0.41292E+02    0.32975E+07    0.23242E+04
   172    0.49560E+04    0.90297E+00   -0.40782E+02    0.32796E+07    0.22974E+04
   173    0.49819E+04    0.89161E+00   -0.40245E+02    0.32619E+07    0.22711E+04
   174    0.50074E+04    0.88038E+00   -0.39680E+02    0.32444E+07    0.22452E+04
   175    0.50326E+04    0.86900E+00   -0.39088E+02    0.32270E+07    0.22198E+04
   176    0.50572E+04    0.85768E+00   -0.38468E+02    0.32097E+07    0.21948E+04
   177    0.50814E+04    0.84635E+00   -0.37822E+02    0.31926E+07    0.21703E+04
   178    0.51052E+04    0.83524E+00   -0.37147E+02    0.31757E+07    0.21462E+04
   179    0.51285E+04    0.82403E+00   -0.36445E+02    0.31588E+07    0.21226E+04
   180    0.51516E+04    0.81297E+00   -0.35717E+02    0.31421E+07    0.20994E+04
   181    0.51740E+04    0.80205E+00   -0.34961E+02    0.31255E+07    0.20765E+04
   182    0.51961E+04    0.79134E+00   -0.34179E+02    0.31091E+07    0.20541E+04
   183    0.52176E+04    0.78077E+00   -0.33369E+02    0.30928E+07    0.20321E+04
   184    0.52387E+04    0.77041E+00   -0.32533E+02    0.30766E+07    0.20104E+04
   185    0.52594E+04    0.76042E+00   -0.31672E+02    0.30605E+07    0.19891E+04
   186    0.52792E+04    0.75065E+00   -0.30782E+02    0.30446E+07    0.19681E+04
   187    0.52989E+04    0.74125E+00   -0.29867E+02    0.30288E+07    0.19475E+04
   188    0.53181E+04    0.73219E+00   -0.28927E+02    0.30132E+07    0.19272E+04
