#    L    TT             EE             TE             PP             TP          
   227    0.57674E+04    0.10330E+01    0.24614E+02    0.23617E+07    0.13008E+04
   228    0.57630E+04    0.10671E+01    0.26296E+02    0.23505E+07    0.12887E+04
   229    0.57581E+04    0.11030E+01    0.27984E+02    0.23395E+07    0.12767E+04
   230    0.57525E+04    0.11407E+01    0.29679E+02    0.23285E+07    0.12649E+04
   231    0.57461E+04    0.11803E+01    0.31378E+02    0.23176E+07    0.12533E+04
   232    0.57393E+04    0.12216E+01    0.33082E+02    0.23068E+07    0.12418E+04
   233    0.57318E+04    0.12650E+01    0.34789E+02    0.22960E+07    0.12304E+04
   234    0.57235E+04    0.13103E+01    0.36498E+02    0.22854E+07    0.12192E+04
   235    0.57148E+04    0.13575E+01    0.38210E+02    0.22748E+07    0.12081E+04
   236    0.57053E+04    0.14066E+01    0.39923E+02    0.22643E+07    0.11971E+04
   237    0.56952E+04    0.14578E+01    0.41637E+02    0.22539E+07    0.11863E+04
   238    0.56845E+04    0.15110E+01    0.43350E+02    0.22435E+07    0.11756E+04
   239    0.56732E+04    0.15663E+01    0.45064E+02    0.22333E+07    0.11651E+04
   240    0.56612E+04    0.16235E+01    0.46774E+02    0.22231E+07    0.11547E+04
   241    0.56487E+04    0.16829E+01    0.48482E+02    0.22130E+07    0.11444E+04
   242    0.56356E+04    0.17443E+01    0.50188E+02    0.22029E+07    0.11342E+04
   243    0.56219E+04    0.18079E+01    0.51890E+02    0.21929E+07    0.11242E+04
   244    0.56076E+04    0.18736E+01    0.53587E+02    0.21830E+07    0.11143E+04
   245    0.55926E+04    0.19415E+01    0.55279E+02    0.21732E+07    0.11045E+04
   246    0.55772E+04    0.20115E+01    0.56965E+02    0.21634E+07    0.10948E+04
   247    0.55611E+04    0.20836E+01    0.58644E+02    0.21537E+07    0.10853E+04
   248    0.55445E+04    0.21582E+01    0.60316E+02    0.21441E+07    0.10758E+04
   249    0.55273E+04    0.22348E+01    0.61979E+02    0.21345E+07    0.10665E+04
   250    0.55096E+04    0.23137E+01    0.63633E+02    0.21250E+07    0.10573E+04
   251    0.54914E+04    0.23948E+01    0.65278E+02    0.21156E+07    0.10482E+04
   252    0.54725E+04    0.24782E+01    0.66913E+02    0.21062E+07    0.10392E+04
   253    0.54533E+04    0.25637E+01    0.68536E+02    0.20969E+07    0.10303E+04
   254    0.54334E+04    0.26516E+01    0.70147E+02    0.20877E+07    0.10216E+04
   255    0.54130E+04    0.27415E+01    0.71746E+02    0.20785E+07    0.10129E+04
   256    0.53922E+04    0.28340E+01    0.73334E+02    0.20694E+07    0.10044E+04
   257    0.53708E+04    0.29285E+01    0.74901E+02    0.20603E+07    0.99590E+03
   258    0.53490E+04    0.30254E+01    0.76461E+02    0.20513E+07    0.98755E+03
   259    0.53267E+04    0.31245E+01    0.77998E+02    0.20424E+07    0.97930E+03
   260    0.53039E+04    0.32259E+01    0.79528E+02    0.20335E+07    0.97115E+03
   261    0.52807E+04    0.33294E+01    0.81028E+02    0.20247E+07    0.96309E+03
   262    0.52569E+04    0.34354E+01    0.82521E+02    0.20160E+07    0.95514E+03
   263    0.52329E+04    0.35435E+01    0.83999E+02    0.20073E+07    0.94728E+03
   264    0.52083E+04    0.36539E+01    0.85454E+02    0.19986E+07    0.93951E+03
   265    0.51832E+04    0.37664E+01    0.86879E+02    0.19901E+07    0.93184E+03
   266    0.51578E+04    0.38814E+01    0.88297E+02    0.19815E+07    0.92426E+03
   267    0.51318E+04    0.39984E+01    0.89685E+02    0.19731E+07    0.91676E+03
   268    0.51054E+04    0.41178E+01    0.91058E+02    0.19647E+07    0.90936E+03
   269    0.50785E+04    0.42392E+01    0.92409E+02    0.19563E+07    0.90205E+03
   270    0.50514E+04    0.43629E+01    0.93737E+02    0.19480E+07    0.89482E+03
   271    0.50238E+04    0.44887E+01    0.95042E+02    0.19398E+07    0.88768E+03
   272    0.49960E+04    0.46168E+01    0.96318E+02    0.19316E+07    0.88062E+03
   273    0.49677E+04    0.47468E+01    0.97578E+02    0.19235E+07    0.87365E+03
   274    0.49391E+04    0.48791E+01    0.98801E+02    0.19154E+07    0.86676E+03
   275    0.49101E+04    0.50134E+01    0.10001E+03    0.19074E+07    0.85994E+03
   276    0.48808E+04    0.51497E+01    0.10118E+03    0.18994E+07    0.85321E+03
   277    0.48511E+04    0.52882E+01    0.10233E+03    0.18915E+07    0.84655E+03
   278    0.48212E+04    0.54287E+01    0.10345E+03    0.18836E+07    0.83998E+03
   279    0.47910E+04    0.55711E+01    0.10454E+03    0.18758E+07    0.83347E+03
   280    0.47604E+04    0.57155E+01    0.10561E+03    0.18680E+07    0.82704E+03
   281    0.47297E+04    0.58619E+01    0.10665E+03    0.18603E+07    0.82068E+03
   282    0.46985E+04    0.60100E+01    0.10765E+03    0.18526E+07    0.81439E+03
   283    0.46672E+04    0.61601E+01    0.10863E+03    0.18450E+07    0.80818E+03
   284    0.46357E+04    0.63121E+01    0.10957E+03    0.18374E+07    0.80203E+03
   285    0.46039E+04    0.64659E+01    0.11049E+03    0.18299E+07    0.79595E+03
   286    0.45718E+04    0.66215E+01    0.11136E+03    0.18224E+07    0.78993E+03
   287    0.45394E+04    0.67788E+01    0.11222E+03    0.18150E+07    0.78398E+03
   288    0.45069E+04    0.69378E+01    0.11303E+03    0.18076E+07    0.77809E+03
   289    0.44742E+04    0.70985E+01    0.11382E+03    0.18002E+07    0.77227E+03
   290    0.44414E+04    0.72607E+01    0.11458E+03    0.17930E+07    0.76650E+03
   291    0.44083E+04    0.74252E+01    0.11529E+03    0.17857E+07    0.76080E+03
   292    0.43748E+04    0.75908E+01    0.11597E+03    0.17785E+07    0.75515E+03
   293    0.43415E+04    0.77571E+01    0.11662E+03    0.17713E+07    0.74956E+03
   294    0.43078E+04    0.79258E+01    0.11724E+03    0.17642E+07    0.74403E+03
   295    0.42743E+04    0.80951E+01    0.11781E+03    0.17572E+07    0.73855E+03
   296    0.42404E+04    0.82668E+01    0.11836E+03    0.17501E+07    0.73312E+03
   297    0.42064E+04    0.84384E+01    0.11887E+03    0.17431E+07    0.72775E+03
   298    0.41722E+04    0.86123E+01    0.11934E+03    0.17362E+07    0.72242E+03
   299    0.41380E+04    0.87877E+01    0.11977E+03    0.17293E+07    0.71715E+03
   300    0.41037E+04    0.89631E+01    0.12017E+03    0.17224E+07    0.71192E+03
   301    0.40693E+04    0.91401E+01    0.12053E+03    0.17156E+07    0.70674E+03
   302    0.40348E+04    0.93178E+01    0.12086E+03    0.17088E+07    0.70161E+03
   303    0.40003E+04    0.94970E+01    0.12115E+03    0.17020E+07    0.69652E+03
   304    0.39657E+04    0.96777E+01    0.12139E+03    0.16953E+07    0.69147E+03
   305    0.39311E+04    0.98584E+01    0.12160E+03    0.16887E+07    0.68648E+03
   306    0.38965E+04    0.10040E+02    0.12178E+03    0.16820E+07    0.68152E+03
   307    0.38618E+04    0.10222E+02    0.12191E+03    0.16754E+07    0.67661E+03
   308    0.38271E+04    0.10407E+02    0.12201E+03    0.16689E+07    0.67174E+03
   309    0.37925E+04    0.10590E+02    0.12207E+03    0.16624E+07    0.66691E+03
   310    0.37579E+04    0.10774E+02    0.12209E+03    0.16559E+07    0.66213E+03
   311    0.37233E+04    0.10960E+02    0.12207E+03    0.16495E+07    0.65738E+03
   312    0.36887E+04    0.11146E+02    0.12201E+03    0.16431E+07    0.65268E+03
   313    0.36542E+04    0.11332E+02    0.12192E+03    0.16367E+07    0.64802E+03
   314    0.36198E+04    0.11518E+02    0.12179E+03    0.16304E+07    0.64339E+03
