#    L    TT             EE             BB             TE             PP             TP             EP          
    55    0.15212E+04    0.16108E+00    0.00000E+00   -0.50634E+00    0.13707E-06    0.74765E-03   -0.52600E-06
    56    0.15421E+04    0.17054E+00    0.00000E+00   -0.76140E+00    0.13645E-06    0.73322E-03   -0.49298E-06
    57    0.15634E+04    0.18016E+00    0.00000E+00   -0.10290E+01    0.13581E-06    0.71948E-03   -0.42987E-06
    58    0.15849E+04    0.18994E+00    0.00000E+00   -0.13097E+01    0.13517E-06    0.70634E-03   -0.35055E-06
    59    0.16066E+04    0.19993E+00    0.00000E+00   -0.16045E+01    0.13451E-06    0.69367E-03   -0.26889E-06
    60    0.16284E+04    0.21019E+00    0.00000E+00   -0.19125E+01    0.13385E-06    0.68135E-03   -0.19869E-06
    61    0.16508E+04    0.22079E+00    0.00000E+00   -0.22329E+01    0.13317E-06    0.66928E-03   -0.15061E-06
    62    0.16730E+04    0.23174E+00    0.00000E+00   -0.25667E+01    0.13249E-06    0.65740E-03   -0.12255E-06
    63    0.16953E+04    0.24299E+00    0.00000E+00   -0.29147E+01    0.13180E-06    0.64566E-03   -0.10927E-06
    64    0.17180E+04    0.25456E+00    0.00000E+00   -0.32781E+01    0.13111E-06    0.63402E-03   -0.10551E-06
    65    0.17407E+04    0.26641E+00    0.00000E+00   -0.36576E+01    0.13041E-06    0.62242E-03   -0.10604E-06
    66    0.17638E+04    0.27848E+00    0.00000E+00   -0.40512E+01    0.12970E-06    0.61085E-03   -0.10687E-06
    67    0.17870E+04    0.29076E+00    0.00000E+00   -0.44561E+01    0.12900E-06    0.59938E-03   -0.10895E-06
    68    0.18107E+04    0.30331E+00    0.00000E+00   -0.48709E+01    0.12829E-06    0.58813E-03   -0.11443E-06
    69    0.18345E+04    0.31608E+00    0.00000E+00   -0.52937E+01    0.12758E-06    0.57720E-03   -0.12551E-06
    70    0.18587E+04    0.32910E+00    0.00000E+00   -0.57264E+01    0.12687E-06    0.56670E-03   -0.14434E-06
    71    0.18829E+04    0.34237E+00    0.00000E+00   -0.61712E+01    0.12615E-06    0.55670E-03   -0.17164E-06
    72    0.19074E+04    0.35586E+00    0.00000E+00   -0.66297E+01    0.12544E-06    0.54717E-03   -0.20226E-06
    73    0.19320E+04    0.36953E+00    0.00000E+00   -0.71023E+01    0.12472E-06    0.53805E-03   -0.22960E-06
    74    0.19568E+04    0.38338E+00    0.00000E+00   -0.75882E+01    0.12400E-06    0.52927E-03   -0.24709E-06
    75    0.19820E+04    0.39740E+00    0.00000E+00   -0.80858E+01    0.12328E-06    0.52076E-03   -0.24814E-06
    76    0.20074E+04    0.41162E+00    0.00000E+00   -0.85945E+01    0.12256E-06    0.51248E-03   -0.22858E-06
    77    0.20332E+04    0.42601E+00    0.00000E+00   -0.91142E+01    0.12184E-06    0.50436E-03   -0.19386E-06
    78    0.20593E+04    0.44060E+00    0.00000E+00   -0.96461E+01    0.12112E-06    0.49637E-03   -0.15182E-06
    79    0.20856E+04    0.45533E+00    0.00000E+00   -0.10186E+02    0.12040E-06    0.48847E-03   -0.11031E-06
    80    0.21122E+04    0.47022E+00    0.00000E+00   -0.10737E+02    0.11968E-06    0.48060E-03   -0.77134E-07
    81    0.21390E+04    0.48520E+00    0.00000E+00   -0.11297E+02    0.11896E-06    0.47276E-03   -0.58511E-07
    82    0.21660E+04    0.50030E+00    0.00000E+00   -0.11867E+02    0.11824E-06    0.46495E-03   -0.54156E-07
    83    0.21932E+04    0.51550E+00    0.00000E+00   -0.12446E+02    0.11753E-06    0.45722E-03   -0.62170E-07
    84    0.22207E+04    0.53078E+00    0.00000E+00   -0.13031E+02    0.11681E-06    0.44960E-03   -0.80656E-07
    85    0.22483E+04    0.54613E+00    0.00000E+00   -0.13625E+02    0.11610E-06    0.44215E-03   -0.10772E-06
    86    0.22761E+04    0.56156E+00    0.00000E+00   -0.14226E+02    0.11539E-06    0.43488E-03   -0.14124E-06
    87    0.23044E+04    0.57703E+00    0.00000E+00   -0.14834E+02    0.11468E-06    0.42780E-03   -0.17822E-06
    88    0.23326E+04    0.59256E+00    0.00000E+00   -0.15448E+02    0.11398E-06    0.42091E-03   -0.21541E-06
    89    0.23612E+04    0.60813E+00    0.00000E+00   -0.16069E+02    0.11328E-06    0.41418E-03   -0.24960E-06
    90    0.23901E+04    0.62371E+00    0.00000E+00   -0.16696E+02    0.11258E-06    0.40763E-03   -0.27756E-06
    91    0.24190E+04    0.63928E+00    0.00000E+00   -0.17328E+02    0.11188E-06    0.40123E-03   -0.29672E-06
    92    0.24483E+04    0.65484E+00    0.00000E+00   -0.17965E+02    0.11119E-06    0.39498E-03   -0.30716E-06
    93    0.24778E+04    0.67037E+00    0.00000E+00   -0.18608E+02    0.11050E-06    0.38889E-03   -0.30961E-06
    94    0.25074E+04    0.68584E+00    0.00000E+00   -0.19253E+02    0.10981E-06    0.38293E-03   -0.30482E-06
    95    0.25373E+04    0.70125E+00    0.00000E+00   -0.19904E+02    0.10913E-06    0.37711E-03   -0.29352E-06
    96    0.25672E+04    0.71658E+00    0.00000E+00   -0.20557E+02    0.10845E-06    0.37143E-03   -0.27644E-06
    97    0.25976E+04    0.73181E+00    0.00000E+00   -0.21214E+02    0.10777E-06    0.36587E-03   -0.25431E-06
    98    0.26282E+04    0.74695E+00    0.00000E+00   -0.21871E+02    0.10710E-06    0.36044E-03   -0.22787E-06
    99    0.26588E+04    0.76195E+00    0.00000E+00   -0.22532E+02    0.10643E-06    0.35512E-03   -0.19785E-06
   100    0.26898E+04    0.77681E+00    0.00000E+00   -0.23192E+02    0.10577E-06    0.34992E-03   -0.16498E-06
   101    0.27209E+04    0.79160E+00    0.00000E+00   -0.23855E+02    0.10510E-06    0.34483E-03   -0.13000E-06
   102    0.27525E+04    0.80616E+00    0.00000E+00   -0.24517E+02    0.10445E-06    0.33984E-03   -0.93625E-07
   103    0.27840E+04    0.82057E+00    0.00000E+00   -0.25180E+02    0.10379E-06    0.33494E-03   -0.56600E-07
   104    0.28158E+04    0.83482E+00    0.00000E+00   -0.25841E+02    0.10314E-06    0.33014E-03   -0.19650E-07
   105    0.28477E+04    0.84885E+00    0.00000E+00   -0.26502E+02    0.10249E-06    0.32543E-03    0.16496E-07
   106    0.28799E+04    0.86272E+00    0.00000E+00   -0.27161E+02    0.10185E-06    0.32080E-03    0.51108E-07
   107    0.29120E+04    0.87629E+00    0.00000E+00   -0.27817E+02    0.10121E-06    0.31625E-03    0.83456E-07
   108    0.29445E+04    0.88964E+00    0.00000E+00   -0.28471E+02    0.10058E-06    0.31177E-03    0.11281E-06
   109    0.29771E+04    0.90268E+00    0.00000E+00   -0.29122E+02    0.99949E-07    0.30736E-03    0.13845E-06
   110    0.30098E+04    0.91542E+00    0.00000E+00   -0.29767E+02    0.99323E-07    0.30302E-03    0.15964E-06
   111    0.30427E+04    0.92794E+00    0.00000E+00   -0.30410E+02    0.98702E-07    0.29873E-03    0.17583E-06
   112    0.30758E+04    0.94015E+00    0.00000E+00   -0.31047E+02    0.98084E-07    0.29450E-03    0.18722E-06
   113    0.31090E+04    0.95206E+00    0.00000E+00   -0.31679E+02    0.97472E-07    0.29034E-03    0.19416E-06
   114    0.31424E+04    0.96359E+00    0.00000E+00   -0.32305E+02    0.96863E-07    0.28623E-03    0.19702E-06
   115    0.31760E+04    0.97490E+00    0.00000E+00   -0.32924E+02    0.96259E-07    0.28218E-03    0.19617E-06
   116    0.32095E+04    0.98575E+00    0.00000E+00   -0.33535E+02    0.95659E-07    0.27819E-03    0.19197E-06
   117    0.32434E+04    0.99622E+00    0.00000E+00   -0.34138E+02    0.95064E-07    0.27426E-03    0.18479E-06
   118    0.32775E+04    0.10065E+01    0.00000E+00   -0.34734E+02    0.94472E-07    0.27039E-03    0.17499E-06
   119    0.33115E+04    0.10163E+01    0.00000E+00   -0.35320E+02    0.93885E-07    0.26658E-03    0.16294E-06
   120    0.33457E+04    0.10257E+01    0.00000E+00   -0.35896E+02    0.93303E-07    0.26283E-03    0.14900E-06
   121    0.33799E+04    0.10348E+01    0.00000E+00   -0.36462E+02    0.92724E-07    0.25914E-03    0.13353E-06
   122    0.34142E+04    0.10433E+01    0.00000E+00   -0.37018E+02    0.92150E-07    0.25551E-03    0.11690E-06
   123    0.34485E+04    0.10515E+01    0.00000E+00   -0.37562E+02    0.91580E-07    0.25194E-03    0.99473E-07
   124    0.34829E+04    0.10592E+01    0.00000E+00   -0.38093E+02    0.91015E-07    0.24843E-03    0.81613E-07
   125    0.35173E+04    0.10665E+01    0.00000E+00   -0.38613E+02    0.90454E-07    0.24499E-03    0.63683E-07
   126    0.35518E+04    0.10734E+01    0.00000E+00   -0.39120E+02    0.89897E-07    0.24160E-03    0.46046E-07
   127    0.35863E+04    0.10797E+01    0.00000E+00   -0.39614E+02    0.89344E-07    0.23828E-03    0.29066E-07
   128    0.36207E+04    0.10857E+01    0.00000E+00   -0.40094E+02    0.88796E-07    0.23502E-03    0.13106E-07
   129    0.36552E+04    0.10912E+01    0.00000E+00   -0.40560E+02    0.88252E-07    0.23182E-03   -0.14704E-08
   130    0.36898E+04    0.10961E+01    0.00000E+00   -0.41010E+02    0.87712E-07    0.22868E-03   -0.14301E-07
   131    0.37243E+04    0.11006E+01    0.00000E+00   -0.41446E+02    0.87177E-07    0.22561E-03   -0.25107E-07
   132    0.37588E+04    0.11047E+01    0.00000E+00   -0.41865E+02    0.86645E-07    0.22259E-03   -0.33940E-07
   133    0.37933E+04    0.11082E+01    0.00000E+00   -0.42269E+02    0.86118E-07    0.21964E-03   -0.40936E-07
   134    0.38278E+04    0.11113E+01    0.00000E+00   -0.42654E+02    0.85596E-07    0.21674E-03   -0.46232E-07
   135    0.38623E+04    0.11139E+01    0.00000E+00   -0.43023E+02    0.85077E-07    0.21390E-03   -0.49965E-07
   136    0.38966E+04    0.11159E+01    0.00000E+00   -0.43372E+02    0.84563E-07    0.21111E-03   -0.52269E-07
   137    0.39309E+04    0.11174E+01    0.00000E+00   -0.43703E+02    0.84052E-07    0.20838E-03   -0.53281E-07
   138    0.39651E+04    0.11185E+01    0.00000E+00   -0.44015E+02    0.83546E-07    0.20569E-03   -0.53137E-07
   139    0.39991E+04    0.11191E+01    0.00000E+00   -0.44308E+02    0.83044E-07    0.20306E-03   -0.51973E-07
   140    0.40332E+04    0.11192E+01    0.00000E+00   -0.44581E+02    0.82546E-07    0.20047E-03   -0.49924E-07
   141    0.40670E+04    0.11187E+01    0.00000E+00   -0.44833E+02    0.82051E-07    0.19793E-03   -0.47127E-07
   142    0.41009E+04    0.11178E+01    0.00000E+00   -0.45064E+02    0.81561E-07    0.19543E-03   -0.43717E-07
