#    L    TT             EE             BB             TE             PP             TP             EP          
    55    0.15321E+04    0.16181E+00    0.00000E+00   -0.55081E+00    0.13648E-06    0.75117E-03   -0.50636E-06
    56    0.15534E+04    0.17131E+00    0.00000E+00   -0.80900E+00    0.13585E-06    0.73667E-03   -0.45704E-06
    57    0.15750E+04    0.18098E+00    0.00000E+00   -0.10800E+01    0.13521E-06    0.72291E-03   -0.38154E-06
    58    0.15968E+04    0.19082E+00    0.00000E+00   -0.13645E+01    0.13456E-06    0.70973E-03   -0.29383E-06
    59    0.16189E+04    0.20086E+00    0.00000E+00   -0.16630E+01    0.13391E-06    0.69700E-03   -0.20788E-06
    60    0.16411E+04    0.21116E+00    0.00000E+00   -0.19749E+01    0.13324E-06    0.68455E-03   -0.13762E-06
    61    0.16638E+04    0.22182E+00    0.00000E+00   -0.22991E+01    0.13256E-06    0.67226E-03   -0.93647E-07
    62    0.16863E+04    0.23283E+00    0.00000E+00   -0.26366E+01    0.13187E-06    0.66009E-03   -0.73255E-07
    63    0.17090E+04    0.24414E+00    0.00000E+00   -0.29884E+01    0.13118E-06    0.64803E-03   -0.70432E-07
    64    0.17321E+04    0.25576E+00    0.00000E+00   -0.33555E+01    0.13048E-06    0.63607E-03   -0.79177E-07
    65    0.17552E+04    0.26767E+00    0.00000E+00   -0.37387E+01    0.12978E-06    0.62420E-03   -0.93498E-07
    66    0.17786E+04    0.27980E+00    0.00000E+00   -0.41360E+01    0.12907E-06    0.61241E-03   -0.10845E-06
    67    0.18023E+04    0.29216E+00    0.00000E+00   -0.45448E+01    0.12836E-06    0.60080E-03   -0.12330E-06
    68    0.18263E+04    0.30478E+00    0.00000E+00   -0.49635E+01    0.12765E-06    0.58945E-03   -0.13833E-06
    69    0.18505E+04    0.31761E+00    0.00000E+00   -0.53904E+01    0.12694E-06    0.57847E-03   -0.15385E-06
    70    0.18751E+04    0.33071E+00    0.00000E+00   -0.58273E+01    0.12622E-06    0.56795E-03   -0.17014E-06
    71    0.18998E+04    0.34405E+00    0.00000E+00   -0.62766E+01    0.12550E-06    0.55796E-03   -0.18692E-06
    72    0.19246E+04    0.35762E+00    0.00000E+00   -0.67397E+01    0.12478E-06    0.54844E-03   -0.20144E-06
    73    0.19496E+04    0.37137E+00    0.00000E+00   -0.72171E+01    0.12406E-06    0.53933E-03   -0.21042E-06
    74    0.19749E+04    0.38529E+00    0.00000E+00   -0.77080E+01    0.12334E-06    0.53053E-03   -0.21052E-06
    75    0.20004E+04    0.39941E+00    0.00000E+00   -0.82109E+01    0.12262E-06    0.52197E-03   -0.19844E-06
    76    0.20263E+04    0.41371E+00    0.00000E+00   -0.87250E+01    0.12190E-06    0.51359E-03   -0.17259E-06
    77    0.20524E+04    0.42818E+00    0.00000E+00   -0.92502E+01    0.12117E-06    0.50533E-03   -0.13815E-06
    78    0.20790E+04    0.44286E+00    0.00000E+00   -0.97877E+01    0.12045E-06    0.49718E-03   -0.10204E-06
    79    0.21057E+04    0.45769E+00    0.00000E+00   -0.10334E+02    0.11973E-06    0.48911E-03   -0.71129E-07
    80    0.21327E+04    0.47266E+00    0.00000E+00   -0.10890E+02    0.11900E-06    0.48108E-03   -0.52315E-07
    81    0.21599E+04    0.48774E+00    0.00000E+00   -0.11456E+02    0.11828E-06    0.47308E-03   -0.50645E-07
    82    0.21874E+04    0.50294E+00    0.00000E+00   -0.12031E+02    0.11756E-06    0.46514E-03   -0.63863E-07
    83    0.22151E+04    0.51823E+00    0.00000E+00   -0.12616E+02    0.11684E-06    0.45731E-03   -0.87884E-07
    84    0.22430E+04    0.53362E+00    0.00000E+00   -0.13207E+02    0.11612E-06    0.44961E-03   -0.11863E-06
    85    0.22711E+04    0.54907E+00    0.00000E+00   -0.13807E+02    0.11541E-06    0.44209E-03   -0.15203E-06
    86    0.22994E+04    0.56460E+00    0.00000E+00   -0.14414E+02    0.11470E-06    0.43479E-03   -0.18450E-06
    87    0.23281E+04    0.58017E+00    0.00000E+00   -0.15028E+02    0.11399E-06    0.42770E-03   -0.21443E-06
    88    0.23568E+04    0.59581E+00    0.00000E+00   -0.15648E+02    0.11328E-06    0.42080E-03   -0.24071E-06
    89    0.23858E+04    0.61149E+00    0.00000E+00   -0.16275E+02    0.11258E-06    0.41408E-03   -0.26221E-06
    90    0.24151E+04    0.62718E+00    0.00000E+00   -0.16908E+02    0.11187E-06    0.40753E-03   -0.27782E-06
    91    0.24445E+04    0.64287E+00    0.00000E+00   -0.17547E+02    0.11118E-06    0.40112E-03   -0.28670E-06
    92    0.24743E+04    0.65854E+00    0.00000E+00   -0.18191E+02    0.11048E-06    0.39486E-03   -0.28913E-06
    93    0.25043E+04    0.67419E+00    0.00000E+00   -0.18840E+02    0.10979E-06    0.38874E-03   -0.28567E-06
    94    0.25344E+04    0.68978E+00    0.00000E+00   -0.19492E+02    0.10910E-06    0.38275E-03   -0.27687E-06
    95    0.25647E+04    0.70531E+00    0.00000E+00   -0.20149E+02    0.10842E-06    0.37690E-03   -0.26328E-06
    96    0.25951E+04    0.72076E+00    0.00000E+00   -0.20810E+02    0.10773E-06    0.37117E-03   -0.24546E-06
    97    0.26260E+04    0.73612E+00    0.00000E+00   -0.21474E+02    0.10706E-06    0.36557E-03   -0.22396E-06
    98    0.26570E+04    0.75138E+00    0.00000E+00   -0.22138E+02    0.10638E-06    0.36008E-03   -0.19934E-06
    99    0.26881E+04    0.76651E+00    0.00000E+00   -0.22806E+02    0.10571E-06    0.35471E-03   -0.17215E-06
   100    0.27196E+04    0.78150E+00    0.00000E+00   -0.23474E+02    0.10504E-06    0.34945E-03   -0.14294E-06
   101    0.27512E+04    0.79641E+00    0.00000E+00   -0.24143E+02    0.10438E-06    0.34430E-03   -0.11227E-06
   102    0.27833E+04    0.81110E+00    0.00000E+00   -0.24813E+02    0.10372E-06    0.33925E-03   -0.80681E-07
   103    0.28153E+04    0.82564E+00    0.00000E+00   -0.25484E+02    0.10307E-06    0.33430E-03   -0.48732E-07
   104    0.28476E+04    0.84002E+00    0.00000E+00   -0.26152E+02    0.10241E-06    0.32944E-03   -0.16972E-07
   105    0.28800E+04    0.85418E+00    0.00000E+00   -0.26820E+02    0.10177E-06    0.32467E-03    0.14046E-07
   106    0.29126E+04    0.86819E+00    0.00000E+00   -0.27487E+02    0.10112E-06    0.31999E-03    0.43774E-07
   107    0.29452E+04    0.88190E+00    0.00000E+00   -0.28151E+02    0.10048E-06    0.31539E-03    0.71660E-07
   108    0.29782E+04    0.89538E+00    0.00000E+00   -0.28812E+02    0.99848E-07    0.31087E-03    0.97154E-07
   109    0.30113E+04    0.90856E+00    0.00000E+00   -0.29471E+02    0.99216E-07    0.30642E-03    0.11971E-06
   110    0.30445E+04    0.92144E+00    0.00000E+00   -0.30124E+02    0.98590E-07    0.30204E-03    0.13877E-06
   111    0.30779E+04    0.93409E+00    0.00000E+00   -0.30774E+02    0.97967E-07    0.29773E-03    0.15392E-06
   112    0.31114E+04    0.94644E+00    0.00000E+00   -0.31420E+02    0.97349E-07    0.29348E-03    0.16530E-06
   113    0.31452E+04    0.95849E+00    0.00000E+00   -0.32060E+02    0.96735E-07    0.28930E-03    0.17317E-06
   114    0.31790E+04    0.97016E+00    0.00000E+00   -0.32693E+02    0.96126E-07    0.28518E-03    0.17778E-06
   115    0.32131E+04    0.98160E+00    0.00000E+00   -0.33320E+02    0.95521E-07    0.28112E-03    0.17942E-06
   116    0.32472E+04    0.99259E+00    0.00000E+00   -0.33939E+02    0.94920E-07    0.27713E-03    0.17834E-06
   117    0.32816E+04    0.10032E+01    0.00000E+00   -0.34550E+02    0.94324E-07    0.27320E-03    0.17480E-06
   118    0.33161E+04    0.10136E+01    0.00000E+00   -0.35154E+02    0.93732E-07    0.26934E-03    0.16906E-06
   119    0.33506E+04    0.10236E+01    0.00000E+00   -0.35748E+02    0.93144E-07    0.26554E-03    0.16141E-06
   120    0.33853E+04    0.10331E+01    0.00000E+00   -0.36332E+02    0.92561E-07    0.26180E-03    0.15208E-06
   121    0.34200E+04    0.10423E+01    0.00000E+00   -0.36906E+02    0.91982E-07    0.25813E-03    0.14136E-06
   122    0.34547E+04    0.10510E+01    0.00000E+00   -0.37469E+02    0.91408E-07    0.25451E-03    0.12949E-06
   123    0.34896E+04    0.10593E+01    0.00000E+00   -0.38022E+02    0.90838E-07    0.25096E-03    0.11676E-06
   124    0.35245E+04    0.10671E+01    0.00000E+00   -0.38561E+02    0.90272E-07    0.24747E-03    0.10341E-06
   125    0.35594E+04    0.10745E+01    0.00000E+00   -0.39088E+02    0.89710E-07    0.24404E-03    0.89709E-07
   126    0.35943E+04    0.10816E+01    0.00000E+00   -0.39603E+02    0.89153E-07    0.24067E-03    0.75924E-07
   127    0.36293E+04    0.10881E+01    0.00000E+00   -0.40105E+02    0.88600E-07    0.23736E-03    0.62316E-07
   128    0.36642E+04    0.10942E+01    0.00000E+00   -0.40593E+02    0.88052E-07    0.23411E-03    0.49148E-07
   129    0.36992E+04    0.10998E+01    0.00000E+00   -0.41066E+02    0.87507E-07    0.23092E-03    0.36681E-07
   130    0.37342E+04    0.11048E+01    0.00000E+00   -0.41524E+02    0.86967E-07    0.22779E-03    0.25178E-07
   131    0.37692E+04    0.11095E+01    0.00000E+00   -0.41967E+02    0.86432E-07    0.22472E-03    0.14846E-07
   132    0.38042E+04    0.11136E+01    0.00000E+00   -0.42394E+02    0.85901E-07    0.22171E-03    0.56726E-08
   133    0.38392E+04    0.11173E+01    0.00000E+00   -0.42805E+02    0.85374E-07    0.21875E-03   -0.24112E-08
