#    L    TT             EE             TE             PP             TP          
   185    0.53542E+04    0.75723E+00   -0.31306E+02    0.29011E+07    0.19962E+04
   186    0.53742E+04    0.74776E+00   -0.30391E+02    0.28858E+07    0.19750E+04
   187    0.53940E+04    0.73867E+00   -0.29448E+02    0.28705E+07    0.19542E+04
   188    0.54133E+04    0.72995E+00   -0.28480E+02    0.28554E+07    0.19337E+04
   189    0.54319E+04    0.72165E+00   -0.27486E+02    0.28404E+07    0.19135E+04
   190    0.54504E+04    0.71382E+00   -0.26468E+02    0.28255E+07    0.18936E+04
   191    0.54680E+04    0.70647E+00   -0.25422E+02    0.28108E+07    0.18741E+04
   192    0.54852E+04    0.69964E+00   -0.24351E+02    0.27961E+07    0.18548E+04
   193    0.55018E+04    0.69337E+00   -0.23256E+02    0.27816E+07    0.18359E+04
   194    0.55181E+04    0.68769E+00   -0.22135E+02    0.27672E+07    0.18172E+04
   195    0.55337E+04    0.68264E+00   -0.20991E+02    0.27529E+07    0.17987E+04
   196    0.55487E+04    0.67825E+00   -0.19823E+02    0.27388E+07    0.17806E+04
   197    0.55632E+04    0.67457E+00   -0.18632E+02    0.27247E+07    0.17626E+04
   198    0.55772E+04    0.67163E+00   -0.17417E+02    0.27108E+07    0.17449E+04
   199    0.55907E+04    0.66947E+00   -0.16180E+02    0.26969E+07    0.17275E+04
   200    0.56036E+04    0.66811E+00   -0.14920E+02    0.26832E+07    0.17102E+04
   201    0.56160E+04    0.66761E+00   -0.13638E+02    0.26695E+07    0.16932E+04
   202    0.56278E+04    0.66799E+00   -0.12334E+02    0.26560E+07    0.16763E+04
   203    0.56390E+04    0.66930E+00   -0.11009E+02    0.26426E+07    0.16597E+04
   204    0.56495E+04    0.67156E+00   -0.96640E+01    0.26293E+07    0.16432E+04
   205    0.56595E+04    0.67483E+00   -0.82982E+01    0.26161E+07    0.16270E+04
   206    0.56688E+04    0.67914E+00   -0.69125E+01    0.26030E+07    0.16109E+04
   207    0.56776E+04    0.68451E+00   -0.55074E+01    0.25900E+07    0.15951E+04
   208    0.56856E+04    0.69099E+00   -0.40833E+01    0.25771E+07    0.15794E+04
   209    0.56930E+04    0.69861E+00   -0.26407E+01    0.25643E+07    0.15639E+04
   210    0.56999E+04    0.70743E+00   -0.11804E+01    0.25516E+07    0.15486E+04
   211    0.57061E+04    0.71746E+00    0.29733E+00    0.25390E+07    0.15335E+04
   212    0.57115E+04    0.72874E+00    0.17917E+01    0.25264E+07    0.15186E+04
   213    0.57164E+04    0.74133E+00    0.33027E+01    0.25140E+07    0.15039E+04
   214    0.57207E+04    0.75520E+00    0.48291E+01    0.25017E+07    0.14893E+04
   215    0.57243E+04    0.77055E+00    0.63701E+01    0.24895E+07    0.14749E+04
   216    0.57273E+04    0.78720E+00    0.79263E+01    0.24774E+07    0.14607E+04
   217    0.57297E+04    0.80531E+00    0.94956E+01    0.24653E+07    0.14467E+04
   218    0.57314E+04    0.82488E+00    0.11078E+02    0.24534E+07    0.14328E+04
   219    0.57326E+04    0.84590E+00    0.12675E+02    0.24415E+07    0.14191E+04
   220    0.57331E+04    0.86853E+00    0.14282E+02    0.24298E+07    0.14056E+04
   221    0.57330E+04    0.89268E+00    0.15900E+02    0.24181E+07    0.13923E+04
   222    0.57323E+04    0.91852E+00    0.17530E+02    0.24065E+07    0.13791E+04
   223    0.57309E+04    0.94597E+00    0.19170E+02    0.23950E+07    0.13661E+04
   224    0.57290E+04    0.97503E+00    0.20818E+02    0.23836E+07    0.13532E+04
   225    0.57264E+04    0.10058E+01    0.22476E+02    0.23723E+07    0.13405E+04
   226    0.57232E+04    0.10384E+01    0.24141E+02    0.23611E+07    0.13279E+04
   227    0.57193E+04    0.10727E+01    0.25815E+02    0.23499E+07    0.13156E+04
   228    0.57149E+04    0.11088E+01    0.27494E+02    0.23388E+07    0.13033E+04
   229    0.57099E+04    0.11468E+01    0.29180E+02    0.23279E+07    0.12912E+04
   230    0.57042E+04    0.11865E+01    0.30871E+02    0.23170E+07    0.12793E+04
   231    0.56978E+04    0.12282E+01    0.32567E+02    0.23061E+07    0.12675E+04
   232    0.56909E+04    0.12717E+01    0.34266E+02    0.22954E+07    0.12559E+04
   233    0.56834E+04    0.13173E+01    0.35968E+02    0.22847E+07    0.12444E+04
   234    0.56751E+04    0.13648E+01    0.37673E+02    0.22742E+07    0.12331E+04
   235    0.56663E+04    0.14142E+01    0.39379E+02    0.22637E+07    0.12219E+04
   236    0.56568E+04    0.14657E+01    0.41087E+02    0.22532E+07    0.12108E+04
   237    0.56467E+04    0.15192E+01    0.42794E+02    0.22429E+07    0.11999E+04
   238    0.56359E+04    0.15749E+01    0.44501E+02    0.22326E+07    0.11891E+04
   239    0.56247E+04    0.16325E+01    0.46207E+02    0.22224E+07    0.11784E+04
   240    0.56127E+04    0.16922E+01    0.47910E+02    0.22123E+07    0.11679E+04
   241    0.56002E+04    0.17542E+01    0.49611E+02    0.22022E+07    0.11575E+04
   242    0.55871E+04    0.18181E+01    0.51308E+02    0.21922E+07    0.11473E+04
   243    0.55734E+04    0.18844E+01    0.53000E+02    0.21823E+07    0.11371E+04
   244    0.55591E+04    0.19527E+01    0.54689E+02    0.21725E+07    0.11271E+04
   245    0.55442E+04    0.20233E+01    0.56370E+02    0.21627E+07    0.11172E+04
   246    0.55288E+04    0.20961E+01    0.58046E+02    0.21530E+07    0.11075E+04
   247    0.55128E+04    0.21710E+01    0.59715E+02    0.21434E+07    0.10978E+04
   248    0.54962E+04    0.22484E+01    0.61375E+02    0.21338E+07    0.10883E+04
   249    0.54792E+04    0.23279E+01    0.63027E+02    0.21243E+07    0.10789E+04
   250    0.54615E+04    0.24098E+01    0.64669E+02    0.21148E+07    0.10696E+04
   251    0.54434E+04    0.24938E+01    0.66301E+02    0.21055E+07    0.10604E+04
   252    0.54246E+04    0.25802E+01    0.67923E+02    0.20961E+07    0.10513E+04
   253    0.54055E+04    0.26687E+01    0.69532E+02    0.20869E+07    0.10423E+04
   254    0.53858E+04    0.27597E+01    0.71129E+02    0.20777E+07    0.10335E+04
   255    0.53655E+04    0.28528E+01    0.72714E+02    0.20686E+07    0.10247E+04
   256    0.53448E+04    0.29485E+01    0.74286E+02    0.20595E+07    0.10161E+04
   257    0.53236E+04    0.30462E+01    0.75838E+02    0.20505E+07    0.10075E+04
   258    0.53019E+04    0.31463E+01    0.77381E+02    0.20416E+07    0.99910E+03
   259    0.52797E+04    0.32488E+01    0.78902E+02    0.20327E+07    0.99076E+03
   260    0.52572E+04    0.33535E+01    0.80415E+02    0.20239E+07    0.98253E+03
   261    0.52341E+04    0.34604E+01    0.81898E+02    0.20151E+07    0.97439E+03
   262    0.52105E+04    0.35698E+01    0.83373E+02    0.20064E+07    0.96635E+03
   263    0.51867E+04    0.36814E+01    0.84832E+02    0.19978E+07    0.95841E+03
