#    L    TT             EE             TE             PP             TP          
   136    0.37470E+04    0.10723E+01   -0.41677E+02    0.38869E+07    0.36628E+04
   137    0.37799E+04    0.10738E+01   -0.41995E+02    0.38639E+07    0.36158E+04
   138    0.38128E+04    0.10748E+01   -0.42294E+02    0.38410E+07    0.35697E+04
   139    0.38454E+04    0.10754E+01   -0.42575E+02    0.38183E+07    0.35244E+04
   140    0.38781E+04    0.10754E+01   -0.42837E+02    0.37958E+07    0.34800E+04
   141    0.39106E+04    0.10749E+01   -0.43079E+02    0.37735E+07    0.34363E+04
   142    0.39431E+04    0.10740E+01   -0.43301E+02    0.37513E+07    0.33934E+04
   143    0.39756E+04    0.10727E+01   -0.43504E+02    0.37293E+07    0.33512E+04
   144    0.40078E+04    0.10708E+01   -0.43686E+02    0.37075E+07    0.33097E+04
   145    0.40399E+04    0.10686E+01   -0.43847E+02    0.36858E+07    0.32689E+04
   146    0.40720E+04    0.10657E+01   -0.43987E+02    0.36643E+07    0.32287E+04
   147    0.41038E+04    0.10626E+01   -0.44104E+02    0.36430E+07    0.31891E+04
   148    0.41355E+04    0.10589E+01   -0.44200E+02    0.36218E+07    0.31500E+04
   149    0.41671E+04    0.10547E+01   -0.44275E+02    0.36008E+07    0.31115E+04
   150    0.41984E+04    0.10502E+01   -0.44324E+02    0.35800E+07    0.30735E+04
   151    0.42295E+04    0.10453E+01   -0.44352E+02    0.35594E+07    0.30359E+04
   152    0.42604E+04    0.10399E+01   -0.44356E+02    0.35389E+07    0.29988E+04
   153    0.42912E+04    0.10341E+01   -0.44336E+02    0.35185E+07    0.29622E+04
   154    0.43217E+04    0.10279E+01   -0.44292E+02    0.34983E+07    0.29261E+04
   155    0.43520E+04    0.10214E+01   -0.44224E+02    0.34783E+07    0.28904E+04
   156    0.43820E+04    0.10145E+01   -0.44133E+02    0.34585E+07    0.28552E+04
   157    0.44119E+04    0.10072E+01   -0.44016E+02    0.34388E+07    0.28205E+04
   158    0.44415E+04    0.99967E+00   -0.43874E+02    0.34192E+07    0.27862E+04
   159    0.44708E+04    0.99168E+00   -0.43708E+02    0.33999E+07    0.27524E+04
   160    0.45000E+04    0.98340E+00   -0.43516E+02    0.33806E+07    0.27190E+04
   161    0.45288E+04    0.97490E+00   -0.43298E+02    0.33615E+07    0.26861E+04
   162    0.45575E+04    0.96604E+00   -0.43057E+02    0.33426E+07    0.26536E+04
   163    0.45859E+04    0.95688E+00   -0.42788E+02    0.33239E+07    0.26216E+04
   164    0.46139E+04    0.94751E+00   -0.42496E+02    0.33052E+07    0.25901E+04
   165    0.46418E+04    0.93785E+00   -0.42176E+02    0.32868E+07    0.25590E+04
   166    0.46694E+04    0.92803E+00   -0.41831E+02    0.32685E+07    0.25284E+04
   167    0.46968E+04    0.91786E+00   -0.41461E+02    0.32503E+07    0.24982E+04
   168    0.47237E+04    0.90768E+00   -0.41064E+02    0.32323E+07    0.24685E+04
   169    0.47503E+04    0.89721E+00   -0.40639E+02    0.32144E+07    0.24392E+04
   170    0.47766E+04    0.88667E+00   -0.40190E+02    0.31967E+07    0.24104E+04
   171    0.48025E+04    0.87606E+00   -0.39712E+02    0.31791E+07    0.23820E+04
   172    0.48280E+04    0.86530E+00   -0.39209E+02    0.31616E+07    0.23541E+04
   173    0.48531E+04    0.85440E+00   -0.38679E+02    0.31443E+07    0.23266E+04
   174    0.48778E+04    0.84364E+00   -0.38122E+02    0.31272E+07    0.22995E+04
   175    0.49022E+04    0.83274E+00   -0.37539E+02    0.31102E+07    0.22729E+04
   176    0.49261E+04    0.82191E+00   -0.36928E+02    0.30933E+07    0.22468E+04
   177    0.49496E+04    0.81108E+00   -0.36292E+02    0.30766E+07    0.22210E+04
   178    0.49726E+04    0.80048E+00   -0.35629E+02    0.30600E+07    0.21957E+04
   179    0.49952E+04    0.78980E+00   -0.34938E+02    0.30435E+07    0.21709E+04
   180    0.50175E+04    0.77926E+00   -0.34222E+02    0.30272E+07    0.21464E+04
   181    0.50393E+04    0.76888E+00   -0.33481E+02    0.30110E+07    0.21223E+04
   182    0.50607E+04    0.75871E+00   -0.32712E+02    0.29949E+07    0.20986E+04
   183    0.50815E+04    0.74869E+00   -0.31918E+02    0.29790E+07    0.20753E+04
   184    0.51020E+04    0.73889E+00   -0.31097E+02    0.29632E+07    0.20524E+04
   185    0.51220E+04    0.72945E+00   -0.30252E+02    0.29475E+07    0.20299E+04
   186    0.51412E+04    0.72024E+00   -0.29381E+02    0.29320E+07    0.20077E+04
   187    0.51602E+04    0.71140E+00   -0.28483E+02    0.29165E+07    0.19858E+04
   188    0.51788E+04    0.70291E+00   -0.27562E+02    0.29012E+07    0.19644E+04
   189    0.51967E+04    0.69480E+00   -0.26615E+02    0.28861E+07    0.19432E+04
   190    0.52145E+04    0.68713E+00   -0.25644E+02    0.28710E+07    0.19224E+04
   191    0.52315E+04    0.67993E+00   -0.24648E+02    0.28561E+07    0.19019E+04
   192    0.52481E+04    0.67320E+00   -0.23627E+02    0.28413E+07    0.18817E+04
   193    0.52640E+04    0.66700E+00   -0.22583E+02    0.28266E+07    0.18618E+04
   194    0.52797E+04    0.66136E+00   -0.21515E+02    0.28120E+07    0.18422E+04
   195    0.52947E+04    0.65630E+00   -0.20425E+02    0.27975E+07    0.18229E+04
   196    0.53092E+04    0.65188E+00   -0.19310E+02    0.27832E+07    0.18039E+04
   197    0.53232E+04    0.64813E+00   -0.18175E+02    0.27690E+07    0.17851E+04
   198    0.53368E+04    0.64507E+00   -0.17016E+02    0.27548E+07    0.17666E+04
