#    L    TT             EE             BB             TE             PP             TP             EP          
    55    0.15070E+04    0.16035E+00    0.00000E+00   -0.43497E+00    0.14023E-06    0.73501E-03   -0.51986E-06
    56    0.15275E+04    0.16977E+00    0.00000E+00   -0.68614E+00    0.13961E-06    0.72100E-03   -0.48566E-06
    57    0.15483E+04    0.17935E+00    0.00000E+00   -0.94974E+00    0.13898E-06    0.70769E-03   -0.43151E-06
    58    0.15695E+04    0.18910E+00    0.00000E+00   -0.12265E+01    0.13834E-06    0.69495E-03   -0.36674E-06
    59    0.15907E+04    0.19905E+00    0.00000E+00   -0.15171E+01    0.13769E-06    0.68265E-03   -0.30065E-06
    60    0.16122E+04    0.20926E+00    0.00000E+00   -0.18208E+01    0.13702E-06    0.67068E-03   -0.24251E-06
    61    0.16341E+04    0.21983E+00    0.00000E+00   -0.21369E+01    0.13635E-06    0.65893E-03   -0.19942E-06
    62    0.16558E+04    0.23074E+00    0.00000E+00   -0.24661E+01    0.13567E-06    0.64735E-03   -0.16975E-06
    63    0.16777E+04    0.24196E+00    0.00000E+00   -0.28096E+01    0.13499E-06    0.63591E-03   -0.14972E-06
    64    0.17000E+04    0.25348E+00    0.00000E+00   -0.31684E+01    0.13429E-06    0.62456E-03   -0.13553E-06
    65    0.17223E+04    0.26530E+00    0.00000E+00   -0.35433E+01    0.13360E-06    0.61328E-03   -0.12341E-06
    66    0.17449E+04    0.27733E+00    0.00000E+00   -0.39322E+01    0.13290E-06    0.60205E-03   -0.11097E-06
    67    0.17677E+04    0.28957E+00    0.00000E+00   -0.43326E+01    0.13219E-06    0.59093E-03   -0.10138E-06
    68    0.17909E+04    0.30208E+00    0.00000E+00   -0.47428E+01    0.13148E-06    0.58002E-03   -0.99183E-07
    69    0.18143E+04    0.31481E+00    0.00000E+00   -0.51610E+01    0.13077E-06    0.56940E-03   -0.10893E-06
    70    0.18380E+04    0.32779E+00    0.00000E+00   -0.55889E+01    0.13006E-06    0.55915E-03   -0.13516E-06
    71    0.18618E+04    0.34102E+00    0.00000E+00   -0.60290E+01    0.12934E-06    0.54936E-03   -0.17979E-06
    72    0.18858E+04    0.35446E+00    0.00000E+00   -0.64826E+01    0.12863E-06    0.53998E-03   -0.23422E-06
    73    0.19100E+04    0.36810E+00    0.00000E+00   -0.69503E+01    0.12791E-06    0.53098E-03   -0.28725E-06
    74    0.19343E+04    0.38190E+00    0.00000E+00   -0.74311E+01    0.12719E-06    0.52231E-03   -0.32769E-06
    75    0.19590E+04    0.39589E+00    0.00000E+00   -0.79237E+01    0.12647E-06    0.51392E-03   -0.34436E-06
    76    0.19839E+04    0.41007E+00    0.00000E+00   -0.84273E+01    0.12575E-06    0.50578E-03   -0.32916E-06
    77    0.20092E+04    0.42442E+00    0.00000E+00   -0.89417E+01    0.12503E-06    0.49785E-03   -0.28630E-06
    78    0.20349E+04    0.43898E+00    0.00000E+00   -0.94684E+01    0.12430E-06    0.49009E-03   -0.22302E-06
    79    0.20607E+04    0.45368E+00    0.00000E+00   -0.10003E+02    0.12358E-06    0.48247E-03   -0.14659E-06
    80    0.20868E+04    0.46854E+00    0.00000E+00   -0.10548E+02    0.12286E-06    0.47497E-03   -0.64248E-07
    81    0.21131E+04    0.48349E+00    0.00000E+00   -0.11104E+02    0.12213E-06    0.46756E-03    0.16813E-07
    82    0.21396E+04    0.49857E+00    0.00000E+00   -0.11668E+02    0.12141E-06    0.46022E-03    0.89560E-07
    83    0.21664E+04    0.51374E+00    0.00000E+00   -0.12242E+02    0.12069E-06    0.45295E-03    0.14701E-06
    84    0.21934E+04    0.52899E+00    0.00000E+00   -0.12822E+02    0.11997E-06    0.44575E-03    0.18219E-06
    85    0.22205E+04    0.54432E+00    0.00000E+00   -0.13411E+02    0.11926E-06    0.43861E-03    0.18813E-06
    86    0.22478E+04    0.55971E+00    0.00000E+00   -0.14008E+02    0.11854E-06    0.43154E-03    0.16071E-06
    87    0.22756E+04    0.57515E+00    0.00000E+00   -0.14610E+02    0.11783E-06    0.42455E-03    0.10725E-06
    88    0.23033E+04    0.59065E+00    0.00000E+00   -0.15219E+02    0.11712E-06    0.41767E-03    0.37927E-07
    89    0.23314E+04    0.60619E+00    0.00000E+00   -0.15837E+02    0.11641E-06    0.41091E-03   -0.37107E-07
    90    0.23597E+04    0.62174E+00    0.00000E+00   -0.16458E+02    0.11571E-06    0.40431E-03   -0.10770E-06
    91    0.23882E+04    0.63729E+00    0.00000E+00   -0.17086E+02    0.11501E-06    0.39788E-03   -0.16557E-06
    92    0.24169E+04    0.65283E+00    0.00000E+00   -0.17719E+02    0.11431E-06    0.39161E-03   -0.20988E-06
    93    0.24460E+04    0.66834E+00    0.00000E+00   -0.18356E+02    0.11362E-06    0.38552E-03   -0.24166E-06
    94    0.24751E+04    0.68380E+00    0.00000E+00   -0.18998E+02    0.11293E-06    0.37958E-03   -0.26194E-06
    95    0.25045E+04    0.69919E+00    0.00000E+00   -0.19643E+02    0.11224E-06    0.37379E-03   -0.27175E-06
    96    0.25339E+04    0.71451E+00    0.00000E+00   -0.20292E+02    0.11155E-06    0.36814E-03   -0.27210E-06
    97    0.25637E+04    0.72975E+00    0.00000E+00   -0.20944E+02    0.11087E-06    0.36264E-03   -0.26404E-06
    98    0.25938E+04    0.74488E+00    0.00000E+00   -0.21597E+02    0.11019E-06    0.35727E-03   -0.24857E-06
    99    0.26239E+04    0.75988E+00    0.00000E+00   -0.22253E+02    0.10952E-06    0.35202E-03   -0.22672E-06
   100    0.26544E+04    0.77475E+00    0.00000E+00   -0.22909E+02    0.10885E-06    0.34690E-03   -0.19952E-06
   101    0.26849E+04    0.78954E+00    0.00000E+00   -0.23567E+02    0.10818E-06    0.34189E-03   -0.16799E-06
   102    0.27161E+04    0.80410E+00    0.00000E+00   -0.24225E+02    0.10751E-06    0.33699E-03   -0.13314E-06
   103    0.27471E+04    0.81852E+00    0.00000E+00   -0.24884E+02    0.10685E-06    0.33219E-03   -0.95998E-07
   104    0.27784E+04    0.83279E+00    0.00000E+00   -0.25541E+02    0.10620E-06    0.32748E-03   -0.57584E-07
   105    0.28098E+04    0.84683E+00    0.00000E+00   -0.26198E+02    0.10554E-06    0.32287E-03   -0.18916E-07
   106    0.28415E+04    0.86072E+00    0.00000E+00   -0.26853E+02    0.10489E-06    0.31834E-03    0.18988E-07
   107    0.28730E+04    0.87432E+00    0.00000E+00   -0.27506E+02    0.10425E-06    0.31389E-03    0.55109E-07
   108    0.29050E+04    0.88769E+00    0.00000E+00   -0.28156E+02    0.10361E-06    0.30951E-03    0.88430E-07
   109    0.29371E+04    0.90076E+00    0.00000E+00   -0.28804E+02    0.10297E-06    0.30519E-03    0.11793E-06
   110    0.29694E+04    0.91353E+00    0.00000E+00   -0.29446E+02    0.10234E-06    0.30093E-03    0.14260E-06
   111    0.30017E+04    0.92607E+00    0.00000E+00   -0.30085E+02    0.10171E-06    0.29673E-03    0.16166E-06
   112    0.30342E+04    0.93832E+00    0.00000E+00   -0.30720E+02    0.10108E-06    0.29259E-03    0.17529E-06
   113    0.30670E+04    0.95026E+00    0.00000E+00   -0.31350E+02    0.10046E-06    0.28849E-03    0.18390E-06
   114    0.30999E+04    0.96183E+00    0.00000E+00   -0.31973E+02    0.99848E-07    0.28445E-03    0.18791E-06
   115    0.31329E+04    0.97318E+00    0.00000E+00   -0.32590E+02    0.99237E-07    0.28047E-03    0.18774E-06
   116    0.31660E+04    0.98407E+00    0.00000E+00   -0.33199E+02    0.98629E-07    0.27654E-03    0.18380E-06
   117    0.31994E+04    0.99459E+00    0.00000E+00   -0.33801E+02    0.98026E-07    0.27267E-03    0.17651E-06
   118    0.32329E+04    0.10049E+01    0.00000E+00   -0.34395E+02    0.97427E-07    0.26886E-03    0.16628E-06
   119    0.32665E+04    0.10148E+01    0.00000E+00   -0.34979E+02    0.96833E-07    0.26510E-03    0.15353E-06
   120    0.33002E+04    0.10242E+01    0.00000E+00   -0.35554E+02    0.96243E-07    0.26140E-03    0.13867E-06
   121    0.33339E+04    0.10333E+01    0.00000E+00   -0.36120E+02    0.95656E-07    0.25776E-03    0.12212E-06
   122    0.33676E+04    0.10420E+01    0.00000E+00   -0.36674E+02    0.95075E-07    0.25417E-03    0.10430E-06
   123    0.34015E+04    0.10502E+01    0.00000E+00   -0.37219E+02    0.94497E-07    0.25065E-03    0.85607E-07
   124    0.34354E+04    0.10580E+01    0.00000E+00   -0.37750E+02    0.93924E-07    0.24718E-03    0.66469E-07
   125    0.34693E+04    0.10653E+01    0.00000E+00   -0.38269E+02    0.93354E-07    0.24377E-03    0.47297E-07
   126    0.35033E+04    0.10723E+01    0.00000E+00   -0.38777E+02    0.92790E-07    0.24043E-03    0.28505E-07
   127    0.35373E+04    0.10787E+01    0.00000E+00   -0.39271E+02    0.92229E-07    0.23714E-03    0.10506E-07
   128    0.35712E+04    0.10848E+01    0.00000E+00   -0.39752E+02    0.91673E-07    0.23392E-03   -0.62858E-08
   129    0.36053E+04    0.10903E+01    0.00000E+00   -0.40219E+02    0.91121E-07    0.23076E-03   -0.21457E-07
   130    0.36393E+04    0.10953E+01    0.00000E+00   -0.40670E+02    0.90573E-07    0.22766E-03   -0.34595E-07
   131    0.36734E+04    0.10999E+01    0.00000E+00   -0.41107E+02    0.90029E-07    0.22462E-03   -0.45381E-07
   132    0.37075E+04    0.11040E+01    0.00000E+00   -0.41528E+02    0.89490E-07    0.22165E-03   -0.53884E-07
   133    0.37415E+04    0.11076E+01    0.00000E+00   -0.41934E+02    0.88955E-07    0.21873E-03   -0.60267E-07
   134    0.37755E+04    0.11108E+01    0.00000E+00   -0.42321E+02    0.88424E-07    0.21587E-03   -0.64692E-07
   135    0.38095E+04    0.11134E+01    0.00000E+00   -0.42692E+02    0.87897E-07    0.21306E-03   -0.67325E-07
   136    0.38434E+04    0.11156E+01    0.00000E+00   -0.43044E+02    0.87374E-07    0.21031E-03   -0.68327E-07
   137    0.38772E+04    0.11172E+01    0.00000E+00   -0.43378E+02    0.86856E-07    0.20761E-03   -0.67862E-07
   138    0.39110E+04    0.11183E+01    0.00000E+00   -0.43694E+02    0.86341E-07    0.20497E-03   -0.66094E-07
   139    0.39446E+04    0.11191E+01    0.00000E+00   -0.43989E+02    0.85831E-07    0.20237E-03   -0.63184E-07
   140    0.39782E+04    0.11192E+01    0.00000E+00   -0.44267E+02    0.85325E-07    0.19981E-03   -0.59297E-07
   141    0.40116E+04    0.11188E+01    0.00000E+00   -0.44523E+02    0.84822E-07    0.19731E-03   -0.54595E-07
   142    0.40450E+04    0.11180E+01    0.00000E+00   -0.44758E+02    0.84324E-07    0.19484E-03   -0.49241E-07
   143    0.40784E+04    0.11167E+01    0.00000E+00   -0.44974E+02    0.83829E-07    0.19242E-03   -0.43398E-07
   144    0.41115E+04    0.11149E+01    0.00000E+00   -0.45169E+02    0.83339E-07    0.19003E-03   -0.37228E-07
   145    0.41445E+04    0.11126E+01    0.00000E+00   -0.45342E+02    0.82852E-07    0.18769E-03   -0.30895E-07
   146    0.41775E+04    0.11098E+01    0.00000E+00   -0.45493E+02    0.82369E-07    0.18538E-03   -0.24561E-07
   147    0.42102E+04    0.11066E+01    0.00000E+00   -0.45621E+02    0.81890E-07    0.18310E-03   -0.18389E-07
   148    0.42428E+04    0.11029E+01    0.00000E+00   -0.45728E+02    0.81415E-07    0.18086E-03   -0.12541E-07
   149    0.42753E+04    0.10987E+01    0.00000E+00   -0.45812E+02    0.80943E-07    0.17865E-03   -0.71804E-08
   150    0.43075E+04    0.10941E+01    0.00000E+00   -0.45870E+02    0.80476E-07    0.17646E-03   -0.24690E-08
   151    0.43396E+04    0.10891E+01    0.00000E+00   -0.45907E+02    0.80012E-07    0.17431E-03    0.14659E-08
   152    0.43714E+04    0.10835E+01    0.00000E+00   -0.45919E+02    0.79551E-07    0.17218E-03    0.46394E-08
   153    0.44030E+04    0.10776E+01    0.00000E+00   -0.45906E+02    0.79095E-07    0.17008E-03    0.71021E-08
   154    0.44345E+04    0.10713E+01    0.00000E+00   -0.45868E+02    0.78642E-07    0.16800E-03    0.89045E-08
   155    0.44657E+04    0.10646E+01    0.00000E+00   -0.45806E+02    0.78193E-07    0.16596E-03    0.10097E-07
   156    0.44965E+04    0.10575E+01    0.00000E+00   -0.45720E+02    0.77747E-07    0.16394E-03    0.10731E-07
   157    0.45273E+04    0.10500E+01    0.00000E+00   -0.45608E+02    0.77305E-07    0.16195E-03    0.10855E-07
   158    0.45578E+04    0.10422E+01    0.00000E+00   -0.45470E+02    0.76866E-07    0.15998E-03    0.10522E-07
   159    0.45880E+04    0.10340E+01    0.00000E+00   -0.45306E+02    0.76431E-07    0.15804E-03    0.97805E-08
   160    0.46180E+04    0.10254E+01    0.00000E+00   -0.45116E+02    0.76000E-07    0.15613E-03    0.86819E-08
   161    0.46478E+04    0.10167E+01    0.00000E+00   -0.44901E+02    0.75572E-07    0.15425E-03    0.72764E-08
   162    0.46772E+04    0.10075E+01    0.00000E+00   -0.44660E+02    0.75147E-07    0.15239E-03    0.56145E-08
   163    0.47065E+04    0.99804E+00    0.00000E+00   -0.44392E+02    0.74726E-07    0.15056E-03    0.37465E-08
   164    0.47354E+04    0.98834E+00    0.00000E+00   -0.44099E+02    0.74308E-07    0.14876E-03    0.17229E-08
   165    0.47641E+04    0.97833E+00    0.00000E+00   -0.43778E+02    0.73894E-07    0.14699E-03   -0.40594E-09
   166    0.47925E+04    0.96816E+00    0.00000E+00   -0.43431E+02    0.73483E-07    0.14524E-03   -0.25896E-08
   167    0.48207E+04    0.95760E+00    0.00000E+00   -0.43058E+02    0.73075E-07    0.14352E-03   -0.47778E-08
   168    0.48485E+04    0.94704E+00    0.00000E+00   -0.42658E+02    0.72671E-07    0.14183E-03   -0.69201E-08
   169    0.48759E+04    0.93617E+00    0.00000E+00   -0.42230E+02    0.72270E-07    0.14016E-03   -0.89662E-08
   170    0.49030E+04    0.92521E+00    0.00000E+00   -0.41775E+02    0.71872E-07    0.13852E-03   -0.10866E-07
   171    0.49297E+04    0.91417E+00    0.00000E+00   -0.41292E+02    0.71478E-07    0.13691E-03   -0.12568E-07
   172    0.49560E+04    0.90297E+00    0.00000E+00   -0.40782E+02    0.71087E-07    0.13533E-03   -0.14024E-07
   173    0.49819E+04    0.89161E+00    0.00000E+00   -0.40245E+02    0.70699E-07    0.13377E-03   -0.15182E-07
   174    0.50074E+04    0.88038E+00    0.00000E+00   -0.39680E+02    0.70314E-07    0.13224E-03   -0.15992E-07
