#    L    TT             EE             TE             PP             TP          
    75    0.19830E+04    0.39797E+00   -0.81057E+01    0.55973E+07    0.87638E+04
    76    0.20085E+04    0.41220E+00   -0.86152E+01    0.55665E+07    0.86264E+04
    77    0.20343E+04    0.42660E+00   -0.91355E+01    0.55356E+07    0.84917E+04
    78    0.20604E+04    0.44121E+00   -0.96682E+01    0.55047E+07    0.83590E+04
    79    0.20867E+04    0.45596E+00   -0.10209E+02    0.54737E+07    0.82276E+04
    80    0.21134E+04    0.47086E+00   -0.10760E+02    0.54426E+07    0.80969E+04
    81    0.21402E+04    0.48586E+00   -0.11321E+02    0.54115E+07    0.79662E+04
    82    0.21672E+04    0.50097E+00   -0.11892E+02    0.53804E+07    0.78361E+04
    83    0.21945E+04    0.51618E+00   -0.12471E+02    0.53494E+07    0.77073E+04
    84    0.22220E+04    0.53148E+00   -0.13058E+02    0.53183E+07    0.75805E+04
    85    0.22496E+04    0.54684E+00   -0.13652E+02    0.52874E+07    0.74562E+04
    86    0.22775E+04    0.56227E+00   -0.14254E+02    0.52564E+07    0.73350E+04
    87    0.23058E+04    0.57775E+00   -0.14862E+02    0.52256E+07    0.72170E+04
    88    0.23340E+04    0.59329E+00   -0.15476E+02    0.51948E+07    0.71021E+04
    89    0.23627E+04    0.60887E+00   -0.16099E+02    0.51641E+07    0.69899E+04
    90    0.23915E+04    0.62446E+00   -0.16726E+02    0.51334E+07    0.68805E+04
    91    0.24205E+04    0.64004E+00   -0.17359E+02    0.51029E+07    0.67737E+04
    92    0.24498E+04    0.65561E+00   -0.17997E+02    0.50725E+07    0.66694E+04
    93    0.24793E+04    0.67114E+00   -0.18639E+02    0.50422E+07    0.65675E+04
    94    0.25090E+04    0.68662E+00   -0.19286E+02    0.50120E+07    0.64680E+04
    95    0.25389E+04    0.70203E+00   -0.19936E+02    0.49819E+07    0.63707E+04
    96    0.25688E+04    0.71737E+00   -0.20591E+02    0.49520E+07    0.62756E+04
    97    0.25992E+04    0.73261E+00   -0.21248E+02    0.49221E+07    0.61826E+04
    98    0.26298E+04    0.74775E+00   -0.21905E+02    0.48924E+07    0.60917E+04
    99    0.26605E+04    0.76275E+00   -0.22567E+02    0.48628E+07    0.60026E+04
   100    0.26915E+04    0.77761E+00   -0.23227E+02    0.48334E+07    0.59155E+04
   101    0.27226E+04    0.79240E+00   -0.23890E+02    0.48041E+07    0.58301E+04
   102    0.27543E+04    0.80696E+00   -0.24553E+02    0.47749E+07    0.57464E+04
   103    0.27858E+04    0.82136E+00   -0.25217E+02    0.47459E+07    0.56644E+04
   104    0.28176E+04    0.83561E+00   -0.25878E+02    0.47170E+07    0.55839E+04
   105    0.28496E+04    0.84963E+00   -0.26539E+02    0.46882E+07    0.55048E+04
   106    0.28818E+04    0.86350E+00   -0.27198E+02    0.46597E+07    0.54271E+04
   107    0.29139E+04    0.87707E+00   -0.27854E+02    0.46313E+07    0.53507E+04
   108    0.29464E+04    0.89041E+00   -0.28509E+02    0.46030E+07    0.52756E+04
   109    0.29791E+04    0.90344E+00   -0.29159E+02    0.45749E+07    0.52015E+04
   110    0.30118E+04    0.91618E+00   -0.29805E+02    0.45470E+07    0.51285E+04
   111    0.30447E+04    0.92868E+00   -0.30447E+02    0.45193E+07    0.50566E+04
   112    0.30778E+04    0.94088E+00   -0.31085E+02    0.44918E+07    0.49855E+04
   113    0.31111E+04    0.95278E+00   -0.31717E+02    0.44644E+07    0.49155E+04
   114    0.31445E+04    0.96430E+00   -0.32343E+02    0.44372E+07    0.48465E+04
