#    L    TT             EE             TE             PP             TP          
   124    0.36427E+04    0.11077E+01   -0.39846E+02    0.43681E+07    0.43987E+04
   125    0.36787E+04    0.11153E+01   -0.40389E+02    0.43417E+07    0.43381E+04
   126    0.37148E+04    0.11225E+01   -0.40919E+02    0.43155E+07    0.42786E+04
   127    0.37508E+04    0.11291E+01   -0.41435E+02    0.42895E+07    0.42202E+04
   128    0.37868E+04    0.11354E+01   -0.41937E+02    0.42637E+07    0.41628E+04
   129    0.38229E+04    0.11411E+01   -0.42423E+02    0.42381E+07    0.41065E+04
   130    0.38590E+04    0.11462E+01   -0.42893E+02    0.42126E+07    0.40513E+04
   131    0.38951E+04    0.11509E+01   -0.43349E+02    0.41874E+07    0.39972E+04
   132    0.39313E+04    0.11551E+01   -0.43786E+02    0.41624E+07    0.39442E+04
   133    0.39673E+04    0.11588E+01   -0.44208E+02    0.41375E+07    0.38921E+04
   134    0.40034E+04    0.11620E+01   -0.44610E+02    0.41129E+07    0.38411E+04
   135    0.40394E+04    0.11647E+01   -0.44995E+02    0.40884E+07    0.37910E+04
   136    0.40753E+04    0.11668E+01   -0.45359E+02    0.40641E+07    0.37419E+04
   137    0.41112E+04    0.11684E+01   -0.45705E+02    0.40400E+07    0.36937E+04
   138    0.41470E+04    0.11695E+01   -0.46031E+02    0.40161E+07    0.36464E+04
   139    0.41826E+04    0.11701E+01   -0.46336E+02    0.39924E+07    0.35999E+04
   140    0.42182E+04    0.11701E+01   -0.46621E+02    0.39688E+07    0.35543E+04
   141    0.42536E+04    0.11696E+01   -0.46884E+02    0.39454E+07    0.35094E+04
   142    0.42890E+04    0.11686E+01   -0.47125E+02    0.39223E+07    0.34653E+04
   143    0.43243E+04    0.11672E+01   -0.47345E+02    0.38993E+07    0.34220E+04
   144    0.43594E+04    0.11651E+01   -0.47543E+02    0.38764E+07    0.33794E+04
   145    0.43943E+04    0.11627E+01   -0.47718E+02    0.38538E+07    0.33374E+04
   146    0.44293E+04    0.11596E+01   -0.47870E+02    0.38313E+07    0.32961E+04
   147    0.44639E+04    0.11562E+01   -0.47997E+02    0.38090E+07    0.32554E+04
   148    0.44984E+04    0.11522E+01   -0.48101E+02    0.37869E+07    0.32154E+04
   149    0.45328E+04    0.11477E+01   -0.48181E+02    0.37649E+07    0.31758E+04
   150    0.45669E+04    0.11428E+01   -0.48235E+02    0.37432E+07    0.31369E+04
   151    0.46009E+04    0.11374E+01   -0.48264E+02    0.37216E+07    0.30984E+04
   152    0.46345E+04    0.11315E+01   -0.48269E+02    0.37001E+07    0.30604E+04
   153    0.46680E+04    0.11252E+01   -0.48246E+02    0.36789E+07    0.30230E+04
   154    0.47012E+04    0.11185E+01   -0.48198E+02    0.36578E+07    0.29860E+04
   155    0.47343E+04    0.11113E+01   -0.48123E+02    0.36369E+07    0.29495E+04
   156    0.47669E+04    0.11038E+01   -0.48023E+02    0.36161E+07    0.29136E+04
   157    0.47995E+04    0.10959E+01   -0.47895E+02    0.35955E+07    0.28781E+04
   158    0.48317E+04    0.10877E+01   -0.47740E+02    0.35751E+07    0.28432E+04
   159    0.48637E+04    0.10790E+01   -0.47559E+02    0.35548E+07    0.28087E+04
   160    0.48954E+04    0.10700E+01   -0.47349E+02    0.35347E+07    0.27747E+04
   161    0.49269E+04    0.10607E+01   -0.47112E+02    0.35148E+07    0.27413E+04
   162    0.49580E+04    0.10511E+01   -0.46849E+02    0.34950E+07    0.27083E+04
   163    0.49890E+04    0.10411E+01   -0.46557E+02    0.34753E+07    0.26758E+04
   164    0.50195E+04    0.10309E+01   -0.46238E+02    0.34559E+07    0.26438E+04
   165    0.50499E+04    0.10204E+01   -0.45889E+02    0.34366E+07    0.26123E+04
   166    0.50799E+04    0.10097E+01   -0.45514E+02    0.34174E+07    0.25812E+04
   167    0.51097E+04    0.99868E+00   -0.45111E+02    0.33984E+07    0.25507E+04
   168    0.51390E+04    0.98761E+00   -0.44678E+02    0.33796E+07    0.25207E+04
   169    0.51679E+04    0.97624E+00   -0.44217E+02    0.33609E+07    0.24911E+04
   170    0.51966E+04    0.96478E+00   -0.43727E+02    0.33424E+07    0.24620E+04
   171    0.52248E+04    0.95324E+00   -0.43208E+02    0.33240E+07    0.24334E+04
   172    0.52525E+04    0.94155E+00   -0.42660E+02    0.33057E+07    0.24052E+04
   173    0.52798E+04    0.92970E+00   -0.42083E+02    0.32877E+07    0.23776E+04
   174    0.53068E+04    0.91799E+00   -0.41478E+02    0.32697E+07    0.23504E+04
   175    0.53333E+04    0.90613E+00   -0.40843E+02    0.32519E+07    0.23237E+04
   176    0.53593E+04    0.89435E+00   -0.40179E+02    0.32343E+07    0.22975E+04
   177    0.53849E+04    0.88256E+00   -0.39487E+02    0.32168E+07    0.22717E+04
   178    0.54100E+04    0.87100E+00   -0.38765E+02    0.31994E+07    0.22464E+04
   179    0.54346E+04    0.85938E+00   -0.38014E+02    0.31822E+07    0.22216E+04
   180    0.54589E+04    0.84791E+00   -0.37235E+02    0.31651E+07    0.21971E+04
   181    0.54826E+04    0.83659E+00   -0.36429E+02    0.31482E+07    0.21731E+04
   182    0.55059E+04    0.82552E+00   -0.35592E+02    0.31314E+07    0.21495E+04
   183    0.55286E+04    0.81460E+00   -0.34728E+02    0.31148E+07    0.21263E+04
   184    0.55508E+04    0.80393E+00   -0.33836E+02    0.30982E+07    0.21035E+04
   185    0.55726E+04    0.79365E+00   -0.32917E+02    0.30818E+07    0.20811E+04
   186    0.55936E+04    0.78362E+00   -0.31969E+02    0.30656E+07    0.20590E+04
   187    0.56143E+04    0.77399E+00   -0.30993E+02    0.30495E+07    0.20373E+04
   188    0.56345E+04    0.76474E+00   -0.29990E+02    0.30335E+07    0.20160E+04
   189    0.56541E+04    0.75592E+00   -0.28960E+02    0.30176E+07    0.19950E+04
   190    0.56734E+04    0.74757E+00   -0.27905E+02    0.30019E+07    0.19743E+04
   191    0.56919E+04    0.73973E+00   -0.26821E+02    0.29863E+07    0.19539E+04
   192    0.57099E+04    0.73242E+00   -0.25711E+02    0.29708E+07    0.19339E+04
   193    0.57274E+04    0.72568E+00   -0.24576E+02    0.29554E+07    0.19141E+04
   194    0.57444E+04    0.71955E+00   -0.23414E+02    0.29402E+07    0.18946E+04
